"Plot Title: 10760709"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760709, SEN S/N: 10760709, LBL: temp)","Good Battery (LGR S/N: 10760709)","Bad Battery (LGR S/N: 10760709)","Coupler Attached (LGR S/N: 10760709)","Host Connected (LGR S/N: 10760709)","Stopped (LGR S/N: 10760709)","End Of File (LGR S/N: 10760709)"
1320,11/07/2025 02:50:00 PM,5.141,,,,,,
1321,11/07/2025 03:00:00 PM,4.934,,,,,,
1322,11/07/2025 03:10:00 PM,4.623,,,,,,
1323,11/07/2025 03:20:00 PM,4.519,,,,,,
1324,11/07/2025 03:30:00 PM,4.519,,,,,,
1325,11/07/2025 03:40:00 PM,4.415,,,,,,
1326,11/07/2025 03:50:00 PM,4.311,,,,,,
1327,11/07/2025 04:00:00 PM,4.311,,,,,,
1328,11/07/2025 04:10:00 PM,4.207,,,,,,
1329,11/07/2025 04:20:00 PM,4.102,,,,,,
1330,11/07/2025 04:30:00 PM,4.102,,,,,,
1331,11/07/2025 04:40:00 PM,3.998,,,,,,
1332,11/07/2025 04:50:00 PM,3.893,,,,,,
1333,11/07/2025 05:00:00 PM,3.893,,,,,,
1334,11/07/2025 05:10:00 PM,3.788,,,,,,
1335,11/07/2025 05:20:00 PM,3.683,,,,,,
1336,11/07/2025 05:30:00 PM,3.683,,,,,,
1337,11/07/2025 05:40:00 PM,3.578,,,,,,
1338,11/07/2025 05:50:00 PM,3.367,,,,,,
1339,11/07/2025 06:00:00 PM,3.367,,,,,,
1340,11/07/2025 06:10:00 PM,3.367,,,,,,
1341,11/07/2025 06:20:00 PM,3.261,,,,,,
1342,11/07/2025 06:30:00 PM,3.261,,,,,,
1343,11/07/2025 06:40:00 PM,3.155,,,,,,
1344,11/07/2025 06:50:00 PM,2.943,,,,,,
1345,11/07/2025 07:00:00 PM,3.049,,,,,,
1346,11/07/2025 07:10:00 PM,3.049,,,,,,
1347,11/07/2025 07:20:00 PM,3.049,,,,,,
1348,11/07/2025 07:30:00 PM,3.049,,,,,,
1349,11/07/2025 07:40:00 PM,3.049,,,,,,
1350,11/07/2025 07:50:00 PM,3.155,,,,,,
1351,11/07/2025 08:00:00 PM,3.049,,,,,,
1352,11/07/2025 08:10:00 PM,3.049,,,,,,
1353,11/07/2025 08:20:00 PM,2.943,,,,,,
1354,11/07/2025 08:30:00 PM,2.837,,,,,,
1355,11/07/2025 08:40:00 PM,2.837,,,,,,
1356,11/07/2025 08:50:00 PM,2.730,,,,,,
1357,11/07/2025 09:00:00 PM,2.837,,,,,,
1358,11/07/2025 09:10:00 PM,2.837,,,,,,
1359,11/07/2025 09:20:00 PM,2.837,,,,,,
1360,11/07/2025 09:30:00 PM,2.624,,,,,,
1361,11/07/2025 09:40:00 PM,2.624,,,,,,
1362,11/07/2025 09:50:00 PM,2.517,,,,,,
1363,11/07/2025 10:00:00 PM,2.517,,,,,,
1364,11/07/2025 10:10:00 PM,2.410,,,,,,
1365,11/07/2025 10:20:00 PM,2.303,,,,,,
1366,11/07/2025 10:30:00 PM,2.088,,,,,,
1367,11/07/2025 10:40:00 PM,1.980,,,,,,
1368,11/07/2025 10:50:00 PM,1.872,,,,,,
1369,11/07/2025 11:00:00 PM,1.980,,,,,,
1370,11/07/2025 11:10:00 PM,1.872,,,,,,
1371,11/07/2025 11:20:00 PM,1.764,,,,,,
1372,11/07/2025 11:30:00 PM,1.872,,,,,,
1373,11/07/2025 11:40:00 PM,1.764,,,,,,
1374,11/07/2025 11:50:00 PM,1.656,,,,,,
1375,11/08/2025 12:00:00 AM,1.656,,,,,,
1376,11/08/2025 12:10:00 AM,1.656,,,,,,
1377,11/08/2025 12:20:00 AM,1.656,,,,,,
1378,11/08/2025 12:30:00 AM,1.656,,,,,,
1379,11/08/2025 12:40:00 AM,1.656,,,,,,
1380,11/08/2025 12:50:00 AM,1.656,,,,,,
1381,11/08/2025 01:00:00 AM,1.656,,,,,,
1382,11/08/2025 01:10:00 AM,1.656,,,,,,
1383,11/08/2025 01:20:00 AM,1.764,,,,,,
1384,11/08/2025 01:30:00 AM,1.764,,,,,,
1385,11/08/2025 01:40:00 AM,1.764,,,,,,
1386,11/08/2025 01:50:00 AM,1.764,,,,,,
1387,11/08/2025 02:00:00 AM,1.764,,,,,,
1388,11/08/2025 02:10:00 AM,1.656,,,,,,
1389,11/08/2025 02:20:00 AM,1.764,,,,,,
1390,11/08/2025 02:30:00 AM,1.656,,,,,,
1391,11/08/2025 02:40:00 AM,1.764,,,,,,
1392,11/08/2025 02:50:00 AM,1.872,,,,,,
1393,11/08/2025 03:00:00 AM,1.872,,,,,,
1394,11/08/2025 03:10:00 AM,1.872,,,,,,
1395,11/08/2025 03:20:00 AM,1.656,,,,,,
1396,11/08/2025 03:30:00 AM,1.548,,,,,,
1397,11/08/2025 03:40:00 AM,1.439,,,,,,
1398,11/08/2025 03:50:00 AM,1.330,,,,,,
1399,11/08/2025 04:00:00 AM,1.439,,,,,,
1400,11/08/2025 04:10:00 AM,1.330,,,,,,
1401,11/08/2025 04:20:00 AM,1.221,,,,,,
1402,11/08/2025 04:30:00 AM,1.112,,,,,,
1403,11/08/2025 04:40:00 AM,1.112,,,,,,
1404,11/08/2025 04:50:00 AM,1.221,,,,,,
1405,11/08/2025 05:00:00 AM,1.112,,,,,,
1406,11/08/2025 05:10:00 AM,1.003,,,,,,
1407,11/08/2025 05:20:00 AM,1.003,,,,,,
1408,11/08/2025 05:30:00 AM,1.003,,,,,,
1409,11/08/2025 05:40:00 AM,1.112,,,,,,
1410,11/08/2025 05:50:00 AM,1.221,,,,,,
1411,11/08/2025 06:00:00 AM,1.221,,,,,,
1412,11/08/2025 06:10:00 AM,1.330,,,,,,
1413,11/08/2025 06:20:00 AM,1.330,,,,,,
1414,11/08/2025 06:30:00 AM,1.439,,,,,,
1415,11/08/2025 06:40:00 AM,1.330,,,,,,
1416,11/08/2025 06:50:00 AM,1.221,,,,,,
1417,11/08/2025 07:00:00 AM,1.221,,,,,,
1418,11/08/2025 07:10:00 AM,1.330,,,,,,
1419,11/08/2025 07:20:00 AM,1.330,,,,,,
1420,11/08/2025 07:30:00 AM,1.330,,,,,,
1421,11/08/2025 07:40:00 AM,1.439,,,,,,
1422,11/08/2025 07:50:00 AM,1.439,,,,,,
1423,11/08/2025 08:00:00 AM,1.439,,,,,,
1424,11/08/2025 08:10:00 AM,1.439,,,,,,
1425,11/08/2025 08:20:00 AM,1.548,,,,,,
1426,11/08/2025 08:30:00 AM,1.656,,,,,,
1427,11/08/2025 08:40:00 AM,1.656,,,,,,
1428,11/08/2025 08:50:00 AM,1.872,,,,,,
1429,11/08/2025 09:00:00 AM,1.980,,,,,,
1430,11/08/2025 09:10:00 AM,1.980,,,,,,
1431,11/08/2025 09:20:00 AM,1.980,,,,,,
1432,11/08/2025 09:30:00 AM,2.088,,,,,,
1433,11/08/2025 09:40:00 AM,2.195,,,,,,
1434,11/08/2025 09:50:00 AM,2.195,,,,,,
1435,11/08/2025 10:00:00 AM,2.303,,,,,,
1436,11/08/2025 10:10:00 AM,2.410,,,,,,
1437,11/08/2025 10:20:00 AM,2.517,,,,,,
1438,11/08/2025 10:30:00 AM,2.730,,,,,,
1439,11/08/2025 10:40:00 AM,2.837,,,,,,
1440,11/08/2025 10:50:00 AM,3.155,,,,,,
1441,11/08/2025 11:00:00 AM,3.049,,,,,,
1442,11/08/2025 11:10:00 AM,2.943,,,,,,
1443,11/08/2025 11:20:00 AM,3.049,,,,,,
1444,11/08/2025 11:30:00 AM,3.367,,,,,,
1445,11/08/2025 11:40:00 AM,3.472,,,,,,
1446,11/08/2025 11:50:00 AM,3.578,,,,,,
1447,11/08/2025 12:00:00 PM,3.788,,,,,,
1448,11/08/2025 12:10:00 PM,3.788,,,,,,
1449,11/08/2025 12:20:00 PM,3.893,,,,,,
1450,11/08/2025 12:30:00 PM,3.998,,,,,,
1451,11/08/2025 12:40:00 PM,4.102,,,,,,
1452,11/08/2025 12:50:00 PM,4.102,,,,,,
1453,11/08/2025 01:00:00 PM,4.415,,,,,,
1454,11/08/2025 01:10:00 PM,4.415,,,,,,
1455,11/08/2025 01:20:00 PM,4.102,,,,,,
1456,11/08/2025 01:30:00 PM,3.998,,,,,,
1457,11/08/2025 01:40:00 PM,4.207,,,,,,
1458,11/08/2025 01:50:00 PM,4.415,,,,,,
1459,11/08/2025 02:00:00 PM,4.415,,,,,,
1460,11/08/2025 02:10:00 PM,4.519,,,,,,
1461,11/08/2025 02:20:00 PM,4.311,,,,,,
1462,11/08/2025 02:30:00 PM,4.311,,,,,,
1463,11/08/2025 02:40:00 PM,4.207,,,,,,
1464,11/08/2025 02:50:00 PM,4.311,,,,,,
1465,11/08/2025 03:00:00 PM,4.415,,,,,,
1466,11/08/2025 03:10:00 PM,4.311,,,,,,
1467,11/08/2025 03:20:00 PM,4.207,,,,,,
1468,11/08/2025 03:30:00 PM,4.102,,,,,,
1469,11/08/2025 03:40:00 PM,3.998,,,,,,
1470,11/08/2025 03:50:00 PM,3.998,,,,,,
1471,11/08/2025 04:00:00 PM,3.998,,,,,,
1472,11/08/2025 04:10:00 PM,4.102,,,,,,
1473,11/08/2025 04:20:00 PM,3.998,,,,,,
1474,11/08/2025 04:30:00 PM,3.893,,,,,,
1475,11/08/2025 04:40:00 PM,3.683,,,,,,
1476,11/08/2025 04:50:00 PM,3.683,,,,,,
1477,11/08/2025 05:00:00 PM,3.578,,,,,,
1478,11/08/2025 05:10:00 PM,3.472,,,,,,
1479,11/08/2025 05:20:00 PM,3.472,,,,,,
1480,11/08/2025 05:30:00 PM,3.367,,,,,,
1481,11/08/2025 05:40:00 PM,3.367,,,,,,
1482,11/08/2025 05:50:00 PM,3.367,,,,,,
1483,11/08/2025 06:00:00 PM,3.261,,,,,,
1484,11/08/2025 06:10:00 PM,3.155,,,,,,
1485,11/08/2025 06:20:00 PM,3.261,,,,,,
1486,11/08/2025 06:30:00 PM,3.261,,,,,,
1487,11/08/2025 06:40:00 PM,3.367,,,,,,
1488,11/08/2025 06:50:00 PM,3.261,,,,,,
1489,11/08/2025 07:00:00 PM,3.367,,,,,,
1490,11/08/2025 07:10:00 PM,3.261,,,,,,
1491,11/08/2025 07:20:00 PM,3.155,,,,,,
1492,11/08/2025 07:30:00 PM,3.261,,,,,,
1493,11/08/2025 07:40:00 PM,3.261,,,,,,
1494,11/08/2025 07:50:00 PM,3.261,,,,,,
1495,11/08/2025 08:00:00 PM,3.367,,,,,,
1496,11/08/2025 08:10:00 PM,3.367,,,,,,
1497,11/08/2025 08:20:00 PM,3.367,,,,,,
1498,11/08/2025 08:30:00 PM,3.367,,,,,,
1499,11/08/2025 08:40:00 PM,3.472,,,,,,
1500,11/08/2025 08:50:00 PM,3.472,,,,,,
1501,11/08/2025 09:00:00 PM,3.578,,,,,,
1502,11/08/2025 09:10:00 PM,3.472,,,,,,
1503,11/08/2025 09:20:00 PM,3.578,,,,,,
1504,11/08/2025 09:30:00 PM,3.578,,,,,,
1505,11/08/2025 09:40:00 PM,3.893,,,,,,
1506,11/08/2025 09:50:00 PM,5.347,,,,,,
1507,11/08/2025 10:00:00 PM,5.962,,,,,,
1508,11/08/2025 10:10:00 PM,5.450,,,,,,
1509,11/08/2025 10:20:00 PM,4.519,,,,,,
1510,11/08/2025 10:30:00 PM,4.519,,,,,,
1511,11/08/2025 10:40:00 PM,4.831,,,,,,
1512,11/08/2025 10:50:00 PM,4.311,,,,,,
1513,11/08/2025 11:00:00 PM,4.415,,,,,,
1514,11/08/2025 11:10:00 PM,4.102,,,,,,
1515,11/08/2025 11:20:00 PM,3.998,,,,,,
1516,11/08/2025 11:30:00 PM,3.998,,,,,,
1517,11/08/2025 11:40:00 PM,4.102,,,,,,
1518,11/08/2025 11:50:00 PM,5.450,,,,,,
1519,11/09/2025 12:00:00 AM,5.962,,,,,,
1520,11/09/2025 12:10:00 AM,6.064,,,,,,
1521,11/09/2025 12:20:00 AM,5.552,,,,,,
1522,11/09/2025 12:30:00 AM,5.552,,,,,,
1523,11/09/2025 12:40:00 AM,6.064,,,,,,
1524,11/09/2025 12:50:00 AM,6.166,,,,,,
1525,11/09/2025 01:00:00 AM,6.471,,,,,,
1526,11/09/2025 01:10:00 AM,6.674,,,,,,
1527,11/09/2025 01:20:00 AM,6.471,,,,,,
1528,11/09/2025 01:30:00 AM,6.471,,,,,,
1529,11/09/2025 01:40:00 AM,6.978,,,,,,
1530,11/09/2025 01:50:00 AM,7.179,,,,,,
1531,11/09/2025 02:00:00 AM,6.978,,,,,,
1532,11/09/2025 02:10:00 AM,5.962,,,,,,
1533,11/09/2025 02:20:00 AM,6.268,,,,,,
1534,11/09/2025 02:30:00 AM,6.471,,,,,,
1535,11/09/2025 02:40:00 AM,6.370,,,,,,
1536,11/09/2025 02:50:00 AM,6.674,,,,,,
1537,11/09/2025 03:00:00 AM,7.280,,,,,,
1538,11/09/2025 03:10:00 AM,7.481,,,,,,
1539,11/09/2025 03:20:00 AM,7.481,,,,,,
1540,11/09/2025 03:30:00 AM,7.682,,,,,,
1541,11/09/2025 03:40:00 AM,7.582,,,,,,
1542,11/09/2025 03:50:00 AM,7.481,,,,,,
1543,11/09/2025 04:00:00 AM,7.179,,,,,,
1544,11/09/2025 04:10:00 AM,7.280,,,,,,
1545,11/09/2025 04:20:00 AM,7.280,,,,,,
1546,11/09/2025 04:30:00 AM,6.471,,,,,,
1547,11/09/2025 04:40:00 AM,7.179,,,,,,
1548,11/09/2025 04:50:00 AM,7.782,,,,,,
1549,11/09/2025 05:00:00 AM,8.082,,,,,,
1550,11/09/2025 05:10:00 AM,7.983,,,,,,
1551,11/09/2025 05:20:00 AM,7.582,,,,,,
1552,11/09/2025 05:30:00 AM,6.573,,,,,,
1553,11/09/2025 05:40:00 AM,6.978,,,,,,
1554,11/09/2025 05:50:00 AM,7.782,,,,,,
1555,11/09/2025 06:00:00 AM,8.082,,,,,,
1556,11/09/2025 06:10:00 AM,8.282,,,,,,
1557,11/09/2025 06:20:00 AM,8.481,,,,,,
1558,11/09/2025 06:30:00 AM,8.182,,,,,,
1559,11/09/2025 06:40:00 AM,8.282,,,,,,
1560,11/09/2025 06:50:00 AM,8.481,,,,,,
1561,11/09/2025 07:00:00 AM,8.282,,,,,,
1562,11/09/2025 07:10:00 AM,8.082,,,,,,
1563,11/09/2025 07:20:00 AM,7.983,,,,,,
1564,11/09/2025 07:30:00 AM,7.983,,,,,,
1565,11/09/2025 07:40:00 AM,8.082,,,,,,
1566,11/09/2025 07:50:00 AM,8.182,,,,,,
1567,11/09/2025 08:00:00 AM,8.282,,,,,,
1568,11/09/2025 08:10:00 AM,8.082,,,,,,
1569,11/09/2025 08:20:00 AM,8.082,,,,,,
1570,11/09/2025 08:30:00 AM,8.182,,,,,,
1571,11/09/2025 08:40:00 AM,8.282,,,,,,
1572,11/09/2025 08:50:00 AM,8.382,,,,,,
1573,11/09/2025 09:00:00 AM,8.382,,,,,,
1574,11/09/2025 09:10:00 AM,8.382,,,,,,
1575,11/09/2025 09:20:00 AM,8.581,,,,,,
1576,11/09/2025 09:30:00 AM,8.680,,,,,,
1577,11/09/2025 09:40:00 AM,8.382,,,,,,
1578,11/09/2025 09:50:00 AM,8.082,,,,,,
1579,11/09/2025 10:00:00 AM,7.983,,,,,,
1580,11/09/2025 10:10:00 AM,8.082,,,,,,
1581,11/09/2025 10:20:00 AM,8.182,,,,,,
1582,11/09/2025 10:30:00 AM,8.182,,,,,,
1583,11/09/2025 10:40:00 AM,8.082,,,,,,
1584,11/09/2025 10:50:00 AM,8.182,,,,,,
1585,11/09/2025 11:00:00 AM,8.182,,,,,,
1586,11/09/2025 11:10:00 AM,8.481,,,,,,
1587,11/09/2025 11:20:00 AM,8.581,,,,,,
1588,11/09/2025 11:30:00 AM,8.680,,,,,,
1589,11/09/2025 11:40:00 AM,8.879,,,,,,
1590,11/09/2025 11:50:00 AM,9.077,,,,,,
1591,11/09/2025 12:00:00 PM,9.176,,,,,,
1592,11/09/2025 12:10:00 PM,9.373,,,,,,
1593,11/09/2025 12:20:00 PM,9.373,,,,,,
1594,11/09/2025 12:30:00 PM,9.472,,,,,,
1595,11/09/2025 12:40:00 PM,9.571,,,,,,
1596,11/09/2025 12:50:00 PM,9.669,,,,,,
1597,11/09/2025 01:00:00 PM,9.571,,,,,,
1598,11/09/2025 01:10:00 PM,9.866,,,,,,
1599,11/09/2025 01:20:00 PM,10.357,,,,,,
1600,11/09/2025 01:30:00 PM,10.651,,,,,,
1601,11/09/2025 01:40:00 PM,10.651,,,,,,
1602,11/09/2025 01:50:00 PM,10.357,,,,,,
1603,11/09/2025 02:00:00 PM,10.455,,,,,,
1604,11/09/2025 02:10:00 PM,10.455,,,,,,
1605,11/09/2025 02:20:00 PM,10.357,,,,,,
1606,11/09/2025 02:30:00 PM,10.259,,,,,,
1607,11/09/2025 02:40:00 PM,10.063,,,,,,
1608,11/09/2025 02:50:00 PM,10.063,,,,,,
1609,11/09/2025 03:00:00 PM,10.161,,,,,,
1610,11/09/2025 03:10:00 PM,10.161,,,,,,
1611,11/09/2025 03:20:00 PM,10.161,,,,,,
1612,11/09/2025 03:30:00 PM,10.161,,,,,,
1613,11/09/2025 03:40:00 PM,10.063,,,,,,
1614,11/09/2025 03:50:00 PM,9.866,,,,,,
1615,11/09/2025 04:00:00 PM,9.669,,,,,,
1616,11/09/2025 04:10:00 PM,9.571,,,,,,
1617,11/09/2025 04:20:00 PM,9.571,,,,,,
1618,11/09/2025 04:30:00 PM,9.571,,,,,,
1619,11/09/2025 04:40:00 PM,9.472,,,,,,
1620,11/09/2025 04:50:00 PM,9.373,,,,,,
1621,11/09/2025 05:00:00 PM,9.373,,,,,,
1622,11/09/2025 05:10:00 PM,9.275,,,,,,
1623,11/09/2025 05:20:00 PM,9.275,,,,,,
1624,11/09/2025 05:30:00 PM,9.275,,,,,,
1625,11/09/2025 05:40:00 PM,9.176,,,,,,
1626,11/09/2025 05:50:00 PM,9.176,,,,,,
1627,11/09/2025 06:00:00 PM,9.176,,,,,,
1628,11/09/2025 06:10:00 PM,9.077,,,,,,
1629,11/09/2025 06:20:00 PM,9.077,,,,,,
1630,11/09/2025 06:30:00 PM,9.077,,,,,,
1631,11/09/2025 06:40:00 PM,9.077,,,,,,
1632,11/09/2025 06:50:00 PM,9.077,,,,,,
1633,11/09/2025 07:00:00 PM,9.077,,,,,,
1634,11/09/2025 07:10:00 PM,8.978,,,,,,
1635,11/09/2025 07:20:00 PM,8.779,,,,,,
1636,11/09/2025 07:30:00 PM,8.879,,,,,,
1637,11/09/2025 07:40:00 PM,8.879,,,,,,
1638,11/09/2025 07:50:00 PM,8.879,,,,,,
1639,11/09/2025 08:00:00 PM,8.680,,,,,,
1640,11/09/2025 08:10:00 PM,8.481,,,,,,
1641,11/09/2025 08:20:00 PM,8.382,,,,,,
1642,11/09/2025 08:30:00 PM,8.382,,,,,,
1643,11/09/2025 08:40:00 PM,8.382,,,,,,
1644,11/09/2025 08:50:00 PM,8.282,,,,,,
1645,11/09/2025 09:00:00 PM,8.282,,,,,,
1646,11/09/2025 09:10:00 PM,8.382,,,,,,
1647,11/09/2025 09:20:00 PM,8.182,,,,,,
1648,11/09/2025 09:30:00 PM,8.182,,,,,,
1649,11/09/2025 09:40:00 PM,8.282,,,,,,
1650,11/09/2025 09:50:00 PM,8.182,,,,,,
1651,11/09/2025 10:00:00 PM,8.182,,,,,,
1652,11/09/2025 10:10:00 PM,8.082,,,,,,
1653,11/09/2025 10:20:00 PM,8.282,,,,,,
1654,11/09/2025 10:30:00 PM,8.282,,,,,,
1655,11/09/2025 10:40:00 PM,8.382,,,,,,
1656,11/09/2025 10:50:00 PM,8.282,,,,,,
1657,11/09/2025 11:00:00 PM,8.082,,,,,,
1658,11/09/2025 11:10:00 PM,7.882,,,,,,
1659,11/09/2025 11:20:00 PM,7.782,,,,,,
1660,11/09/2025 11:30:00 PM,7.782,,,,,,
1661,11/09/2025 11:40:00 PM,7.782,,,,,,
1662,11/09/2025 11:50:00 PM,7.682,,,,,,
1663,11/10/2025 12:00:00 AM,7.582,,,,,,
1664,11/10/2025 12:10:00 AM,7.682,,,,,,
1665,11/10/2025 12:20:00 AM,7.882,,,,,,
1666,11/10/2025 12:30:00 AM,7.782,,,,,,
1667,11/10/2025 12:40:00 AM,7.582,,,,,,
1668,11/10/2025 12:50:00 AM,7.582,,,,,,
1669,11/10/2025 01:00:00 AM,7.582,,,,,,
1670,11/10/2025 01:10:00 AM,7.481,,,,,,
1671,11/10/2025 01:20:00 AM,7.582,,,,,,
1672,11/10/2025 01:30:00 AM,7.582,,,,,,
1673,11/10/2025 01:40:00 AM,7.481,,,,,,
1674,11/10/2025 01:50:00 AM,7.381,,,,,,
1675,11/10/2025 02:00:00 AM,7.280,,,,,,
1676,11/10/2025 02:10:00 AM,7.280,,,,,,
1677,11/10/2025 02:20:00 AM,7.179,,,,,,
1678,11/10/2025 02:30:00 AM,7.179,,,,,,
1679,11/10/2025 02:40:00 AM,7.079,,,,,,
1680,11/10/2025 02:50:00 AM,6.877,,,,,,
1681,11/10/2025 03:00:00 AM,6.775,,,,,,
1682,11/10/2025 03:10:00 AM,6.775,,,,,,
1683,11/10/2025 03:20:00 AM,6.674,,,,,,
1684,11/10/2025 03:30:00 AM,6.370,,,,,,
1685,11/10/2025 03:40:00 AM,6.268,,,,,,
1686,11/10/2025 03:50:00 AM,6.064,,,,,,
1687,11/10/2025 04:00:00 AM,5.860,,,,,,
1688,11/10/2025 04:10:00 AM,5.962,,,,,,
1689,11/10/2025 04:20:00 AM,5.860,,,,,,
1690,11/10/2025 04:30:00 AM,5.860,,,,,,
1691,11/10/2025 04:40:00 AM,5.962,,,,,,
1692,11/10/2025 04:50:00 AM,5.962,,,,,,
1693,11/10/2025 05:00:00 AM,5.962,,,,,,
1694,11/10/2025 05:10:00 AM,5.962,,,,,,
1695,11/10/2025 05:20:00 AM,5.962,,,,,,
1696,11/10/2025 05:30:00 AM,5.757,,,,,,
1697,11/10/2025 05:40:00 AM,5.655,,,,,,
1698,11/10/2025 05:50:00 AM,5.450,,,,,,
1699,11/10/2025 06:00:00 AM,5.450,,,,,,
1700,11/10/2025 06:10:00 AM,5.552,,,,,,
1701,11/10/2025 06:20:00 AM,5.552,,,,,,
1702,11/10/2025 06:30:00 AM,5.655,,,,,,
1703,11/10/2025 06:40:00 AM,5.655,,,,,,
1704,11/10/2025 06:50:00 AM,5.757,,,,,,
1705,11/10/2025 07:00:00 AM,5.552,,,,,,
1706,11/10/2025 07:10:00 AM,5.347,,,,,,
1707,11/10/2025 07:20:00 AM,5.244,,,,,,
1708,11/10/2025 07:30:00 AM,5.347,,,,,,
1709,11/10/2025 07:40:00 AM,5.347,,,,,,
1710,11/10/2025 07:50:00 AM,5.141,,,,,,
1711,11/10/2025 08:00:00 AM,5.037,,,,,,
1712,11/10/2025 08:10:00 AM,4.934,,,,,,
1713,11/10/2025 08:20:00 AM,5.037,,,,,,
1714,11/10/2025 08:30:00 AM,5.037,,,,,,
1715,11/10/2025 08:40:00 AM,5.037,,,,,,
1716,11/10/2025 08:50:00 AM,5.141,,,,,,
1717,11/10/2025 09:00:00 AM,5.141,,,,,,
1718,11/10/2025 09:10:00 AM,5.552,,,,,,
1719,11/10/2025 09:20:00 AM,5.757,,,,,,
1720,11/10/2025 09:30:00 AM,5.757,,,,,,
1721,11/10/2025 09:40:00 AM,5.860,,,,,,
1722,11/10/2025 09:50:00 AM,5.141,,,,,,
1723,11/10/2025 10:00:00 AM,5.347,,,,,,
1724,11/10/2025 10:10:00 AM,5.450,,,,,,
1725,11/10/2025 10:20:00 AM,5.450,,,,,,
1726,11/10/2025 10:30:00 AM,5.347,,,,,,
1727,11/10/2025 10:40:00 AM,5.450,,,,,,
1728,11/10/2025 10:50:00 AM,5.450,,,,,,
1729,11/10/2025 11:00:00 AM,5.037,,,,,,
1730,11/10/2025 11:10:00 AM,5.347,,,,,,
1731,11/10/2025 11:20:00 AM,5.655,,,,,,
1732,11/10/2025 11:30:00 AM,5.655,,,,,,
1733,11/10/2025 11:40:00 AM,5.347,,,,,,
1734,11/10/2025 11:50:00 AM,5.244,,,,,,
1735,11/10/2025 12:00:00 PM,5.141,,,,,,
1736,11/10/2025 12:10:00 PM,5.552,,,,,,
1737,11/10/2025 12:20:00 PM,6.573,,,,,,
1738,11/10/2025 12:30:00 PM,7.782,,,,,,
1739,11/10/2025 12:40:00 PM,7.983,,,,,,
1740,11/10/2025 12:50:00 PM,7.481,,,,,,
1741,11/10/2025 01:00:00 PM,7.782,,,,,,
1742,11/10/2025 01:10:00 PM,7.682,,,,,,
1743,11/10/2025 01:20:00 PM,7.582,,,,,,
1744,11/10/2025 01:30:00 PM,7.381,,,,,,
1745,11/10/2025 01:40:00 PM,6.674,,,,,,
1746,11/10/2025 01:50:00 PM,6.674,,,,,,
1747,11/10/2025 02:00:00 PM,6.674,,,,,,
1748,11/10/2025 02:10:00 PM,6.674,,,,,,
1749,11/10/2025 02:20:00 PM,6.370,,,,,,
1750,11/10/2025 02:30:00 PM,6.471,,,,,,
1751,11/10/2025 02:40:00 PM,6.674,,,,,,
1752,11/10/2025 02:50:00 PM,6.877,,,,,,
1753,11/10/2025 03:00:00 PM,7.782,,,,,,
1754,11/10/2025 03:10:00 PM,8.879,,,,,,
1755,11/10/2025 03:20:00 PM,8.481,,,,,,
1756,11/10/2025 03:30:00 PM,8.382,,,,,,
1757,11/10/2025 03:40:00 PM,7.882,,,,,,
1758,11/10/2025 03:50:00 PM,7.983,,,,,,
1759,11/10/2025 04:00:00 PM,7.782,,,,,,
1760,11/10/2025 04:10:00 PM,7.280,,,,,,
1761,11/10/2025 04:20:00 PM,6.775,,,,,,
1762,11/10/2025 04:30:00 PM,6.471,,,,,,
1763,11/10/2025 04:40:00 PM,7.381,,,,,,
1764,11/10/2025 04:50:00 PM,7.682,,,,,,
1765,11/10/2025 05:00:00 PM,7.782,,,,,,
1766,11/10/2025 05:10:00 PM,7.782,,,,,,
1767,11/10/2025 05:20:00 PM,7.882,,,,,,
1768,11/10/2025 05:30:00 PM,7.882,,,,,,
1769,11/10/2025 05:40:00 PM,7.381,,,,,,
1770,11/10/2025 05:50:00 PM,6.573,,,,,,
1771,11/10/2025 06:00:00 PM,7.179,,,,,,
1772,11/10/2025 06:10:00 PM,7.682,,,,,,
1773,11/10/2025 06:20:00 PM,7.682,,,,,,
1774,11/10/2025 06:30:00 PM,7.882,,,,,,
1775,11/10/2025 06:40:00 PM,7.983,,,,,,
1776,11/10/2025 06:50:00 PM,8.182,,,,,,
1777,11/10/2025 07:00:00 PM,8.182,,,,,,
1778,11/10/2025 07:10:00 PM,8.182,,,,,,
1779,11/10/2025 07:20:00 PM,8.182,,,,,,
1780,11/10/2025 07:30:00 PM,8.082,,,,,,
1781,11/10/2025 07:40:00 PM,8.082,,,,,,
1782,11/10/2025 07:50:00 PM,7.983,,,,,,
1783,11/10/2025 08:00:00 PM,7.983,,,,,,
1784,11/10/2025 08:10:00 PM,7.983,,,,,,
1785,11/10/2025 08:20:00 PM,7.983,,,,,,
1786,11/10/2025 08:30:00 PM,7.882,,,,,,
1787,11/10/2025 08:40:00 PM,7.882,,,,,,
1788,11/10/2025 08:50:00 PM,7.882,,,,,,
1789,11/10/2025 09:00:00 PM,7.882,,,,,,
1790,11/10/2025 09:10:00 PM,8.082,,,,,,
1791,11/10/2025 09:20:00 PM,8.382,,,,,,
1792,11/10/2025 09:30:00 PM,9.077,,,,,,
1793,11/10/2025 09:40:00 PM,9.472,,,,,,
1794,11/10/2025 09:50:00 PM,9.669,,,,,,
1795,11/10/2025 10:00:00 PM,9.768,,,,,,
