"Plot Title: 10760811"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760811, SEN S/N: 10760811, LBL: Temp °C)","Bad Battery (LGR S/N: 10760811)","Coupler Attached (LGR S/N: 10760811)","Host Connected (LGR S/N: 10760811)","Stopped (LGR S/N: 10760811)","End Of File (LGR S/N: 10760811)"
1475,11/08/2025 03:40:00 PM,4.623,,,,,
1476,11/08/2025 03:50:00 PM,4.519,,,,,
1477,11/08/2025 04:00:00 PM,4.519,,,,,
1478,11/08/2025 04:10:00 PM,4.623,,,,,
1479,11/08/2025 04:20:00 PM,4.623,,,,,
1480,11/08/2025 04:30:00 PM,4.623,,,,,
1481,11/08/2025 04:40:00 PM,4.623,,,,,
1482,11/08/2025 04:50:00 PM,4.519,,,,,
1483,11/08/2025 05:00:00 PM,4.519,,,,,
1484,11/08/2025 05:10:00 PM,4.519,,,,,
1485,11/08/2025 05:20:00 PM,4.415,,,,,
1486,11/08/2025 05:30:00 PM,4.415,,,,,
1487,11/08/2025 05:40:00 PM,4.415,,,,,
1488,11/08/2025 05:50:00 PM,4.311,,,,,
1489,11/08/2025 06:00:00 PM,4.311,,,,,
1490,11/08/2025 06:10:00 PM,4.311,,,,,
1491,11/08/2025 06:20:00 PM,4.311,,,,,
1492,11/08/2025 06:30:00 PM,4.311,,,,,
1493,11/08/2025 06:40:00 PM,4.415,,,,,
1494,11/08/2025 06:50:00 PM,4.311,,,,,
1495,11/08/2025 07:00:00 PM,4.415,,,,,
1496,11/08/2025 07:10:00 PM,4.311,,,,,
1497,11/08/2025 07:20:00 PM,4.415,,,,,
1498,11/08/2025 07:30:00 PM,4.415,,,,,
1499,11/08/2025 07:40:00 PM,4.415,,,,,
1500,11/08/2025 07:50:00 PM,4.415,,,,,
1501,11/08/2025 08:00:00 PM,4.415,,,,,
1502,11/08/2025 08:10:00 PM,4.415,,,,,
1503,11/08/2025 08:20:00 PM,4.415,,,,,
1504,11/08/2025 08:30:00 PM,4.415,,,,,
1505,11/08/2025 08:40:00 PM,4.415,,,,,
1506,11/08/2025 08:50:00 PM,4.415,,,,,
1507,11/08/2025 09:00:00 PM,4.415,,,,,
1508,11/08/2025 09:10:00 PM,4.519,,,,,
1509,11/08/2025 09:20:00 PM,4.415,,,,,
1510,11/08/2025 09:30:00 PM,4.415,,,,,
1511,11/08/2025 09:40:00 PM,4.415,,,,,
1512,11/08/2025 09:50:00 PM,4.519,,,,,
1513,11/08/2025 10:00:00 PM,4.519,,,,,
1514,11/08/2025 10:10:00 PM,4.623,,,,,
1515,11/08/2025 10:20:00 PM,4.623,,,,,
1516,11/08/2025 10:30:00 PM,4.519,,,,,
1517,11/08/2025 10:40:00 PM,4.519,,,,,
1518,11/08/2025 10:50:00 PM,4.519,,,,,
1519,11/08/2025 11:00:00 PM,4.519,,,,,
1520,11/08/2025 11:10:00 PM,4.415,,,,,
1521,11/08/2025 11:20:00 PM,4.519,,,,,
1522,11/08/2025 11:30:00 PM,4.519,,,,,
1523,11/08/2025 11:40:00 PM,4.519,,,,,
1524,11/08/2025 11:50:00 PM,4.519,,,,,
1525,11/09/2025 12:00:00 AM,4.519,,,,,
1526,11/09/2025 12:10:00 AM,4.519,,,,,
1527,11/09/2025 12:20:00 AM,4.623,,,,,
1528,11/09/2025 12:30:00 AM,4.623,,,,,
1529,11/09/2025 12:40:00 AM,4.623,,,,,
1530,11/09/2025 12:50:00 AM,4.623,,,,,
1531,11/09/2025 01:00:00 AM,4.623,,,,,
1532,11/09/2025 01:10:00 AM,4.623,,,,,
1533,11/09/2025 01:20:00 AM,4.727,,,,,
1534,11/09/2025 01:30:00 AM,4.727,,,,,
1535,11/09/2025 01:40:00 AM,4.727,,,,,
1536,11/09/2025 01:50:00 AM,4.727,,,,,
1537,11/09/2025 02:00:00 AM,4.727,,,,,
1538,11/09/2025 02:10:00 AM,4.727,,,,,
1539,11/09/2025 02:20:00 AM,4.934,,,,,
1540,11/09/2025 02:30:00 AM,5.037,,,,,
1541,11/09/2025 02:40:00 AM,5.037,,,,,
1542,11/09/2025 02:50:00 AM,5.141,,,,,
1543,11/09/2025 03:00:00 AM,5.244,,,,,
1544,11/09/2025 03:10:00 AM,5.244,,,,,
1545,11/09/2025 03:20:00 AM,5.244,,,,,
1546,11/09/2025 03:30:00 AM,5.347,,,,,
1547,11/09/2025 03:40:00 AM,5.347,,,,,
1548,11/09/2025 03:50:00 AM,5.347,,,,,
1549,11/09/2025 04:00:00 AM,5.450,,,,,
1550,11/09/2025 04:10:00 AM,5.450,,,,,
1551,11/09/2025 04:20:00 AM,5.450,,,,,
1552,11/09/2025 04:30:00 AM,5.450,,,,,
1553,11/09/2025 04:40:00 AM,5.552,,,,,
1554,11/09/2025 04:50:00 AM,5.655,,,,,
1555,11/09/2025 05:00:00 AM,5.655,,,,,
1556,11/09/2025 05:10:00 AM,5.655,,,,,
1557,11/09/2025 05:20:00 AM,5.552,,,,,
1558,11/09/2025 05:30:00 AM,5.655,,,,,
1559,11/09/2025 05:40:00 AM,5.552,,,,,
1560,11/09/2025 05:50:00 AM,5.655,,,,,
1561,11/09/2025 06:00:00 AM,5.655,,,,,
1562,11/09/2025 06:10:00 AM,5.655,,,,,
1563,11/09/2025 06:20:00 AM,5.655,,,,,
1564,11/09/2025 06:30:00 AM,5.655,,,,,
1565,11/09/2025 06:40:00 AM,5.757,,,,,
1566,11/09/2025 06:50:00 AM,5.757,,,,,
1567,11/09/2025 07:00:00 AM,5.860,,,,,
1568,11/09/2025 07:10:00 AM,5.962,,,,,
1569,11/09/2025 07:20:00 AM,5.962,,,,,
1570,11/09/2025 07:30:00 AM,5.962,,,,,
1571,11/09/2025 07:40:00 AM,5.962,,,,,
1572,11/09/2025 07:50:00 AM,6.064,,,,,
1573,11/09/2025 08:00:00 AM,6.166,,,,,
1574,11/09/2025 08:10:00 AM,6.166,,,,,
1575,11/09/2025 08:20:00 AM,6.268,,,,,
1576,11/09/2025 08:30:00 AM,6.370,,,,,
1577,11/09/2025 08:40:00 AM,6.573,,,,,
1578,11/09/2025 08:50:00 AM,6.674,,,,,
1579,11/09/2025 09:00:00 AM,6.775,,,,,
1580,11/09/2025 09:10:00 AM,6.877,,,,,
1581,11/09/2025 09:20:00 AM,7.179,,,,,
1582,11/09/2025 09:30:00 AM,7.381,,,,,
1583,11/09/2025 09:40:00 AM,7.381,,,,,
1584,11/09/2025 09:50:00 AM,7.280,,,,,
1585,11/09/2025 10:00:00 AM,7.280,,,,,
1586,11/09/2025 10:10:00 AM,7.381,,,,,
1587,11/09/2025 10:20:00 AM,7.381,,,,,
1588,11/09/2025 10:30:00 AM,7.481,,,,,
1589,11/09/2025 10:40:00 AM,7.682,,,,,
1590,11/09/2025 10:50:00 AM,7.782,,,,,
1591,11/09/2025 11:00:00 AM,7.983,,,,,
1592,11/09/2025 11:10:00 AM,8.382,,,,,
1593,11/09/2025 11:20:00 AM,8.581,,,,,
1594,11/09/2025 11:30:00 AM,8.779,,,,,
1595,11/09/2025 11:40:00 AM,8.879,,,,,
1596,11/09/2025 11:50:00 AM,9.077,,,,,
1597,11/09/2025 12:00:00 PM,9.373,,,,,
1598,11/09/2025 12:10:00 PM,9.768,,,,,
1599,11/09/2025 12:20:00 PM,10.161,,,,,
1600,11/09/2025 12:30:00 PM,10.161,,,,,
1601,11/09/2025 12:40:00 PM,10.357,,,,,
1602,11/09/2025 12:50:00 PM,10.357,,,,,
1603,11/09/2025 01:00:00 PM,10.357,,,,,
1604,11/09/2025 01:10:00 PM,10.553,,,,,
1605,11/09/2025 01:20:00 PM,11.041,,,,,
1606,11/09/2025 01:30:00 PM,11.236,,,,,
1607,11/09/2025 01:40:00 PM,11.236,,,,,
1608,11/09/2025 01:50:00 PM,11.139,,,,,
1609,11/09/2025 02:00:00 PM,11.041,,,,,
1610,11/09/2025 02:10:00 PM,11.139,,,,,
1611,11/09/2025 02:20:00 PM,11.236,,,,,
1612,11/09/2025 02:30:00 PM,11.236,,,,,
1613,11/09/2025 02:40:00 PM,11.139,,,,,
1614,11/09/2025 02:50:00 PM,11.334,,,,,
1615,11/09/2025 03:00:00 PM,11.528,,,,,
1616,11/09/2025 03:10:00 PM,11.431,,,,,
1617,11/09/2025 03:20:00 PM,11.528,,,,,
1618,11/09/2025 03:30:00 PM,11.431,,,,,
1619,11/09/2025 03:40:00 PM,11.431,,,,,
1620,11/09/2025 03:50:00 PM,11.139,,,,,
1621,11/09/2025 04:00:00 PM,11.041,,,,,
1622,11/09/2025 04:10:00 PM,10.846,,,,,
1623,11/09/2025 04:20:00 PM,10.651,,,,,
1624,11/09/2025 04:30:00 PM,10.455,,,,,
1625,11/09/2025 04:40:00 PM,10.259,,,,,
1626,11/09/2025 04:50:00 PM,10.063,,,,,
1627,11/09/2025 05:00:00 PM,9.965,,,,,
1628,11/09/2025 05:10:00 PM,9.965,,,,,
1629,11/09/2025 05:20:00 PM,9.866,,,,,
1630,11/09/2025 05:30:00 PM,9.768,,,,,
1631,11/09/2025 05:40:00 PM,9.669,,,,,
1632,11/09/2025 05:50:00 PM,9.472,,,,,
1633,11/09/2025 06:00:00 PM,9.472,,,,,
1634,11/09/2025 06:10:00 PM,9.373,,,,,
1635,11/09/2025 06:20:00 PM,9.275,,,,,
1636,11/09/2025 06:30:00 PM,9.176,,,,,
1637,11/09/2025 06:40:00 PM,9.176,,,,,
1638,11/09/2025 06:50:00 PM,9.275,,,,,
1639,11/09/2025 07:00:00 PM,9.077,,,,,
1640,11/09/2025 07:10:00 PM,8.978,,,,,
1641,11/09/2025 07:20:00 PM,8.779,,,,,
1642,11/09/2025 07:30:00 PM,8.581,,,,,
1643,11/09/2025 07:40:00 PM,8.481,,,,,
1644,11/09/2025 07:50:00 PM,8.481,,,,,
1645,11/09/2025 08:00:00 PM,8.382,,,,,
1646,11/09/2025 08:10:00 PM,8.282,,,,,
1647,11/09/2025 08:20:00 PM,8.481,,,,,
1648,11/09/2025 08:30:00 PM,8.481,,,,,
1649,11/09/2025 08:40:00 PM,8.082,,,,,
1650,11/09/2025 08:50:00 PM,7.682,,,,,
1651,11/09/2025 09:00:00 PM,7.682,,,,,
1652,11/09/2025 09:10:00 PM,7.280,,,,,
1653,11/09/2025 09:20:00 PM,7.381,,,,,
1654,11/09/2025 09:30:00 PM,7.179,,,,,
1655,11/09/2025 09:40:00 PM,7.079,,,,,
1656,11/09/2025 09:50:00 PM,7.179,,,,,
1657,11/09/2025 10:00:00 PM,6.877,,,,,
1658,11/09/2025 10:10:00 PM,6.674,,,,,
1659,11/09/2025 10:20:00 PM,6.573,,,,,
1660,11/09/2025 10:30:00 PM,6.674,,,,,
1661,11/09/2025 10:40:00 PM,6.775,,,,,
1662,11/09/2025 10:50:00 PM,6.877,,,,,
1663,11/09/2025 11:00:00 PM,7.079,,,,,
1664,11/09/2025 11:10:00 PM,6.775,,,,,
1665,11/09/2025 11:20:00 PM,6.471,,,,,
1666,11/09/2025 11:30:00 PM,6.268,,,,,
1667,11/09/2025 11:40:00 PM,6.370,,,,,
1668,11/09/2025 11:50:00 PM,6.370,,,,,
1669,11/10/2025 12:00:00 AM,6.370,,,,,
1670,11/10/2025 12:10:00 AM,6.064,,,,,
1671,11/10/2025 12:20:00 AM,5.962,,,,,
1672,11/10/2025 12:30:00 AM,5.655,,,,,
1673,11/10/2025 12:40:00 AM,5.962,,,,,
1674,11/10/2025 12:50:00 AM,6.370,,,,,
1675,11/10/2025 01:00:00 AM,6.674,,,,,
1676,11/10/2025 01:10:00 AM,6.674,,,,,
1677,11/10/2025 01:20:00 AM,6.877,,,,,
1678,11/10/2025 01:30:00 AM,6.877,,,,,
1679,11/10/2025 01:40:00 AM,6.471,,,,,
1680,11/10/2025 01:50:00 AM,6.166,,,,,
1681,11/10/2025 02:00:00 AM,5.860,,,,,
1682,11/10/2025 02:10:00 AM,5.757,,,,,
1683,11/10/2025 02:20:00 AM,5.655,,,,,
1684,11/10/2025 02:30:00 AM,5.450,,,,,
1685,11/10/2025 02:40:00 AM,5.347,,,,,
1686,11/10/2025 02:50:00 AM,4.727,,,,,
1687,11/10/2025 03:00:00 AM,4.934,,,,,
1688,11/10/2025 03:10:00 AM,5.141,,,,,
1689,11/10/2025 03:20:00 AM,4.623,,,,,
1690,11/10/2025 03:30:00 AM,3.998,,,,,
1691,11/10/2025 03:40:00 AM,4.415,,,,,
1692,11/10/2025 03:50:00 AM,4.207,,,,,
1693,11/10/2025 04:00:00 AM,3.998,,,,,
1694,11/10/2025 04:10:00 AM,3.893,,,,,
1695,11/10/2025 04:20:00 AM,4.415,,,,,
1696,11/10/2025 04:30:00 AM,4.727,,,,,
1697,11/10/2025 04:40:00 AM,4.415,,,,,
1698,11/10/2025 04:50:00 AM,4.102,,,,,
1699,11/10/2025 05:00:00 AM,3.683,,,,,
1700,11/10/2025 05:10:00 AM,3.367,,,,,
1701,11/10/2025 05:20:00 AM,3.367,,,,,
1702,11/10/2025 05:30:00 AM,3.155,,,,,
1703,11/10/2025 05:40:00 AM,2.943,,,,,
1704,11/10/2025 05:50:00 AM,3.049,,,,,
1705,11/10/2025 06:00:00 AM,3.472,,,,,
1706,11/10/2025 06:10:00 AM,3.367,,,,,
1707,11/10/2025 06:20:00 AM,3.155,,,,,
1708,11/10/2025 06:30:00 AM,3.261,,,,,
1709,11/10/2025 06:40:00 AM,3.367,,,,,
1710,11/10/2025 06:50:00 AM,3.472,,,,,
1711,11/10/2025 07:00:00 AM,3.367,,,,,
1712,11/10/2025 07:10:00 AM,3.367,,,,,
1713,11/10/2025 07:20:00 AM,3.472,,,,,
1714,11/10/2025 07:30:00 AM,3.472,,,,,
1715,11/10/2025 07:40:00 AM,3.049,,,,,
1716,11/10/2025 07:50:00 AM,2.624,,,,,
1717,11/10/2025 08:00:00 AM,3.049,,,,,
1718,11/10/2025 08:10:00 AM,2.943,,,,,
1719,11/10/2025 08:20:00 AM,2.624,,,,,
1720,11/10/2025 08:30:00 AM,2.517,,,,,
1721,11/10/2025 08:40:00 AM,2.730,,,,,
1722,11/10/2025 08:50:00 AM,3.893,,,,,
1723,11/10/2025 09:00:00 AM,5.037,,,,,
1724,11/10/2025 09:10:00 AM,5.244,,,,,
1725,11/10/2025 09:20:00 AM,4.519,,,,,
1726,11/10/2025 09:30:00 AM,4.519,,,,,
1727,11/10/2025 09:40:00 AM,4.519,,,,,
1728,11/10/2025 09:50:00 AM,4.623,,,,,
1729,11/10/2025 10:00:00 AM,4.623,,,,,
1730,11/10/2025 10:10:00 AM,4.623,,,,,
1731,11/10/2025 10:20:00 AM,4.831,,,,,
1732,11/10/2025 10:30:00 AM,5.037,,,,,
1733,11/10/2025 10:40:00 AM,5.037,,,,,
1734,11/10/2025 10:50:00 AM,5.347,,,,,
1735,11/10/2025 11:00:00 AM,5.347,,,,,
1736,11/10/2025 11:10:00 AM,5.347,,,,,
1737,11/10/2025 11:20:00 AM,5.347,,,,,
1738,11/10/2025 11:30:00 AM,5.757,,,,,
1739,11/10/2025 11:40:00 AM,5.655,,,,,
1740,11/10/2025 11:50:00 AM,5.757,,,,,
1741,11/10/2025 12:00:00 PM,5.860,,,,,
1742,11/10/2025 12:10:00 PM,5.962,,,,,
1743,11/10/2025 12:20:00 PM,6.166,,,,,
1744,11/10/2025 12:30:00 PM,7.179,,,,,
1745,11/10/2025 12:40:00 PM,7.882,,,,,
1746,11/10/2025 12:50:00 PM,7.582,,,,,
1747,11/10/2025 01:00:00 PM,7.582,,,,,
1748,11/10/2025 01:10:00 PM,7.782,,,,,
1749,11/10/2025 01:20:00 PM,8.182,,,,,
1750,11/10/2025 01:30:00 PM,7.983,,,,,
1751,11/10/2025 01:40:00 PM,7.782,,,,,
1752,11/10/2025 01:50:00 PM,7.682,,,,,
1753,11/10/2025 02:00:00 PM,7.782,,,,,
1754,11/10/2025 02:10:00 PM,7.682,,,,,
1755,11/10/2025 02:20:00 PM,7.481,,,,,
1756,11/10/2025 02:30:00 PM,7.481,,,,,
1757,11/10/2025 02:40:00 PM,7.481,,,,,
1758,11/10/2025 02:50:00 PM,7.582,,,,,
1759,11/10/2025 03:00:00 PM,7.782,,,,,
1760,11/10/2025 03:10:00 PM,7.782,,,,,
1761,11/10/2025 03:20:00 PM,7.682,,,,,
1762,11/10/2025 03:30:00 PM,7.481,,,,,
1763,11/10/2025 03:40:00 PM,7.381,,,,,
1764,11/10/2025 03:50:00 PM,7.179,,,,,
1765,11/10/2025 04:00:00 PM,7.079,,,,,
1766,11/10/2025 04:10:00 PM,6.978,,,,,
1767,11/10/2025 04:20:00 PM,6.978,,,,,
1768,11/10/2025 04:30:00 PM,6.978,,,,,
1769,11/10/2025 04:40:00 PM,6.775,,,,,
1770,11/10/2025 04:50:00 PM,6.370,,,,,
1771,11/10/2025 05:00:00 PM,6.064,,,,,
1772,11/10/2025 05:10:00 PM,5.962,,,,,
1773,11/10/2025 05:20:00 PM,5.757,,,,,
1774,11/10/2025 05:30:00 PM,5.552,,,,,
1775,11/10/2025 05:40:00 PM,5.450,,,,,
1776,11/10/2025 05:50:00 PM,5.347,,,,,
1777,11/10/2025 06:00:00 PM,5.655,,,,,
1778,11/10/2025 06:10:00 PM,5.757,,,,,
1779,11/10/2025 06:20:00 PM,5.757,,,,,
1780,11/10/2025 06:30:00 PM,5.655,,,,,
1781,11/10/2025 06:40:00 PM,5.757,,,,,
1782,11/10/2025 06:50:00 PM,5.860,,,,,
1783,11/10/2025 07:00:00 PM,5.860,,,,,
1784,11/10/2025 07:10:00 PM,5.757,,,,,
1785,11/10/2025 07:20:00 PM,5.655,,,,,
1786,11/10/2025 07:30:00 PM,5.552,,,,,
1787,11/10/2025 07:40:00 PM,5.757,,,,,
1788,11/10/2025 07:50:00 PM,5.655,,,,,
1789,11/10/2025 08:00:00 PM,5.450,,,,,
1790,11/10/2025 08:10:00 PM,5.347,,,,,
1791,11/10/2025 08:20:00 PM,5.757,,,,,
1792,11/10/2025 08:30:00 PM,5.347,,,,,
1793,11/10/2025 08:40:00 PM,5.347,,,,,
1794,11/10/2025 08:50:00 PM,5.552,,,,,
1795,11/10/2025 09:00:00 PM,5.962,,,,,
1796,11/10/2025 09:10:00 PM,5.757,,,,,
1797,11/10/2025 09:20:00 PM,5.757,,,,,
1798,11/10/2025 09:30:00 PM,5.552,,,,,
1799,11/10/2025 09:40:00 PM,5.450,,,,,
1800,11/10/2025 09:50:00 PM,5.450,,,,,
1801,11/10/2025 10:00:00 PM,5.655,,,,,
1802,11/10/2025 10:10:00 PM,5.757,,,,,
1803,11/10/2025 10:20:00 PM,5.962,,,,,
1804,11/10/2025 10:30:00 PM,6.268,,,,,
1805,11/10/2025 10:40:00 PM,6.370,,,,,
1806,11/10/2025 10:50:00 PM,6.775,,,,,
1807,11/10/2025 11:00:00 PM,7.682,,,,,
1808,11/10/2025 11:10:00 PM,8.282,,,,,
1809,11/10/2025 11:20:00 PM,9.077,,,,,
1810,11/10/2025 11:30:00 PM,10.063,,,,,
1811,11/10/2025 11:40:00 PM,10.161,,,,,
1812,11/10/2025 11:50:00 PM,10.259,,,,,
1813,11/11/2025 12:00:00 AM,10.259,,,,,
1814,11/11/2025 12:10:00 AM,10.357,,,,,
1815,11/11/2025 12:20:00 AM,10.455,,,,,
1816,11/11/2025 12:30:00 AM,10.259,,,,,
1817,11/11/2025 12:40:00 AM,10.651,,,,,
1818,11/11/2025 12:50:00 AM,10.553,,,,,
1819,11/11/2025 01:00:00 AM,10.944,,,,,
1820,11/11/2025 01:10:00 AM,10.944,,,,,
1821,11/11/2025 01:20:00 AM,10.748,,,,,
1822,11/11/2025 01:30:00 AM,10.651,,,,,
1823,11/11/2025 01:40:00 AM,10.944,,,,,
1824,11/11/2025 01:50:00 AM,10.846,,,,,
1825,11/11/2025 02:00:00 AM,10.944,,,,,
1826,11/11/2025 02:10:00 AM,11.041,,,,,
1827,11/11/2025 02:20:00 AM,11.139,,,,,
1828,11/11/2025 02:30:00 AM,10.944,,,,,
1829,11/11/2025 02:40:00 AM,10.944,,,,,
1830,11/11/2025 02:50:00 AM,11.139,,,,,
1831,11/11/2025 03:00:00 AM,11.236,,,,,
1832,11/11/2025 03:10:00 AM,11.528,,,,,
1833,11/11/2025 03:20:00 AM,11.819,,,,,
1834,11/11/2025 03:30:00 AM,11.431,,,,,
1835,11/11/2025 03:40:00 AM,11.236,,,,,
1836,11/11/2025 03:50:00 AM,11.236,,,,,
1837,11/11/2025 04:00:00 AM,11.334,,,,,
1838,11/11/2025 04:10:00 AM,11.041,,,,,
1839,11/11/2025 04:20:00 AM,10.748,,,,,
1840,11/11/2025 04:30:00 AM,10.748,,,,,
1841,11/11/2025 04:40:00 AM,10.846,,,,,
1842,11/11/2025 04:50:00 AM,10.846,,,,,
1843,11/11/2025 05:00:00 AM,10.748,,,,,
1844,11/11/2025 05:10:00 AM,10.748,,,,,
1845,11/11/2025 05:20:00 AM,10.651,,,,,
1846,11/11/2025 05:30:00 AM,10.455,,,,,
1847,11/11/2025 05:40:00 AM,10.455,,,,,
1848,11/11/2025 05:50:00 AM,10.357,,,,,
1849,11/11/2025 06:00:00 AM,9.965,,,,,
1850,11/11/2025 06:10:00 AM,9.669,,,,,
1851,11/11/2025 06:20:00 AM,9.768,,,,,
1852,11/11/2025 06:30:00 AM,10.063,,,,,
1853,11/11/2025 06:40:00 AM,10.161,,,,,
1854,11/11/2025 06:50:00 AM,10.259,,,,,
1855,11/11/2025 07:00:00 AM,10.259,,,,,
1856,11/11/2025 07:10:00 AM,10.063,,,,,
1857,11/11/2025 07:20:00 AM,10.063,,,,,
1858,11/11/2025 07:30:00 AM,10.161,,,,,
1859,11/11/2025 07:40:00 AM,10.259,,,,,
1860,11/11/2025 07:50:00 AM,10.259,,,,,
1861,11/11/2025 08:00:00 AM,10.455,,,,,
1862,11/11/2025 08:10:00 AM,10.651,,,,,
1863,11/11/2025 08:20:00 AM,10.553,,,,,
1864,11/11/2025 08:30:00 AM,10.651,,,,,
1865,11/11/2025 08:40:00 AM,10.846,,,,,
1866,11/11/2025 08:50:00 AM,11.625,,,,,
1867,11/11/2025 09:00:00 AM,12.401,,,,,
1868,11/11/2025 09:10:00 AM,12.787,,,,,
1869,11/11/2025 09:20:00 AM,13.173,,,,,
1870,11/11/2025 09:30:00 AM,14.134,,,,,
1871,11/11/2025 09:40:00 AM,14.325,,,,,
1872,11/11/2025 09:50:00 AM,14.709,,,,,
1873,11/11/2025 10:00:00 AM,15.091,,,,,
1874,11/11/2025 10:10:00 AM,15.187,,,,,
1875,11/11/2025 10:20:00 AM,14.709,,,,,
1876,11/11/2025 10:30:00 AM,14.996,,,,,
1877,11/11/2025 10:40:00 AM,15.282,,,,,
1878,11/11/2025 10:50:00 AM,15.951,,,,,
1879,11/11/2025 11:00:00 AM,16.713,,,,,
1880,11/11/2025 11:10:00 AM,17.950,,,,,
1881,11/11/2025 11:20:00 AM,17.760,,,,,
1882,11/11/2025 11:30:00 AM,17.379,,,,,
1883,11/11/2025 11:40:00 AM,17.379,,,,,
1884,11/11/2025 11:50:00 AM,16.713,,,,,
1885,11/11/2025 12:00:00 PM,16.999,,,,,
1886,11/11/2025 12:10:00 PM,16.808,,,,,
1887,11/11/2025 12:20:00 PM,16.046,,,,,
1888,11/11/2025 12:30:00 PM,16.332,,,,,
1889,11/11/2025 12:40:00 PM,16.427,,,,,
1890,11/11/2025 12:50:00 PM,15.760,,,,,
1891,11/11/2025 01:00:00 PM,16.523,,,,,
1892,11/11/2025 01:10:00 PM,17.189,,,,,
1893,11/11/2025 01:20:00 PM,17.094,,,,,
1894,11/11/2025 01:30:00 PM,16.999,,,,,
1895,11/11/2025 01:40:00 PM,17.094,,,,,
1896,11/11/2025 01:50:00 PM,16.427,,,,,
1897,11/11/2025 02:00:00 PM,15.855,,,,,
1898,11/11/2025 02:10:00 PM,15.569,,,,,
1899,11/11/2025 02:20:00 PM,15.760,,,,,
1900,11/11/2025 02:30:00 PM,15.473,,,,,
1901,11/11/2025 02:40:00 PM,15.760,,,,,
1902,11/11/2025 02:50:00 PM,16.237,,,,,
1903,11/11/2025 03:00:00 PM,15.855,,,,,
1904,11/11/2025 03:10:00 PM,15.855,,,,,
1905,11/11/2025 03:20:00 PM,15.760,,,,,
1906,11/11/2025 03:30:00 PM,15.760,,,,,
1907,11/11/2025 03:40:00 PM,15.569,,,,,
1908,11/11/2025 03:50:00 PM,15.473,,,,,
1909,11/11/2025 04:00:00 PM,15.282,,,,,
1910,11/11/2025 04:10:00 PM,14.996,,,,,
1911,11/11/2025 04:20:00 PM,14.709,,,,,
1912,11/11/2025 04:30:00 PM,14.134,,,,,
1913,11/11/2025 04:40:00 PM,13.750,,,,,
1914,11/11/2025 04:50:00 PM,12.980,,,,,
1915,11/11/2025 05:00:00 PM,12.401,,,,,
1916,11/11/2025 05:10:00 PM,12.013,,,,,
1917,11/11/2025 05:20:00 PM,11.625,,,,,
1918,11/11/2025 05:30:00 PM,11.431,,,,,
1919,11/11/2025 05:40:00 PM,12.110,,,,,
1920,11/11/2025 05:50:00 PM,12.110,,,,,
1921,11/11/2025 06:00:00 PM,12.110,,,,,
1922,11/11/2025 06:10:00 PM,11.139,,,,,
1923,11/11/2025 06:20:00 PM,11.041,,,,,
1924,11/11/2025 06:30:00 PM,10.944,,,,,
1925,11/11/2025 06:40:00 PM,11.236,,,,,
1926,11/11/2025 06:50:00 PM,10.651,,,,,
1927,11/11/2025 07:00:00 PM,10.651,,,,,
1928,11/11/2025 07:10:00 PM,10.846,,,,,
1929,11/11/2025 07:20:00 PM,11.139,,,,,
1930,11/11/2025 07:30:00 PM,11.334,,,,,
1931,11/11/2025 07:40:00 PM,10.944,,,,,
1932,11/11/2025 07:50:00 PM,10.063,,,,,
1933,11/11/2025 08:00:00 PM,9.472,,,,,
1934,11/11/2025 08:10:00 PM,8.978,,,,,
1935,11/11/2025 08:20:00 PM,8.481,,,,,
1936,11/11/2025 08:30:00 PM,8.382,,,,,
1937,11/11/2025 08:40:00 PM,8.182,,,,,
1938,11/11/2025 08:50:00 PM,7.882,,,,,
1939,11/11/2025 09:00:00 PM,7.983,,,,,
1940,11/11/2025 09:10:00 PM,8.282,,,,,
1941,11/11/2025 09:20:00 PM,7.983,,,,,
1942,11/11/2025 09:30:00 PM,7.582,,,,,
1943,11/11/2025 09:40:00 PM,7.582,,,,,
1944,11/11/2025 09:50:00 PM,7.381,,,,,
1945,11/11/2025 10:00:00 PM,7.582,,,,,
1946,11/11/2025 10:10:00 PM,8.382,,,,,
1947,11/11/2025 10:20:00 PM,8.481,,,,,
1948,11/11/2025 10:30:00 PM,8.581,,,,,
1949,11/11/2025 10:40:00 PM,8.282,,,,,
1950,11/11/2025 10:50:00 PM,7.983,,,,,
1951,11/11/2025 11:00:00 PM,7.582,,,,,
1952,11/11/2025 11:10:00 PM,7.481,,,,,
1953,11/11/2025 11:20:00 PM,7.381,,,,,
1954,11/11/2025 11:30:00 PM,7.381,,,,,
1955,11/11/2025 11:40:00 PM,7.381,,,,,
1956,11/11/2025 11:50:00 PM,7.381,,,,,
1957,11/12/2025 12:00:00 AM,7.481,,,,,
1958,11/12/2025 12:10:00 AM,7.682,,,,,
1959,11/12/2025 12:20:00 AM,7.582,,,,,
1960,11/12/2025 12:30:00 AM,7.381,,,,,
1961,11/12/2025 12:40:00 AM,7.481,,,,,
1962,11/12/2025 12:50:00 AM,7.280,,,,,
1963,11/12/2025 01:00:00 AM,7.280,,,,,
1964,11/12/2025 01:10:00 AM,8.082,,,,,
1965,11/12/2025 01:20:00 AM,8.481,,,,,
1966,11/12/2025 01:30:00 AM,7.983,,,,,
1967,11/12/2025 01:40:00 AM,7.179,,,,,
1968,11/12/2025 01:50:00 AM,7.179,,,,,
