"Plot Title: 10760710"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760710, SEN S/N: 10760710, LBL: temp)","Coupler Detached (LGR S/N: 10760710)","Coupler Attached (LGR S/N: 10760710)","Host Connected (LGR S/N: 10760710)","Stopped (LGR S/N: 10760710)","End Of File (LGR S/N: 10760710)"
1317,11/07/2025 01:29:27 PM,9.965,,,,,
1318,11/07/2025 01:39:27 PM,10.651,,,,,
1319,11/07/2025 01:49:27 PM,11.041,,,,,
1320,11/07/2025 01:59:27 PM,9.571,,,,,
1321,11/07/2025 02:09:27 PM,9.373,,,,,
1322,11/07/2025 02:19:27 PM,9.472,,,,,
1323,11/07/2025 02:29:27 PM,9.373,,,,,
1324,11/07/2025 02:39:27 PM,9.472,,,,,
1325,11/07/2025 02:49:27 PM,9.571,,,,,
1326,11/07/2025 02:59:27 PM,9.077,,,,,
1327,11/07/2025 03:09:27 PM,8.978,,,,,
1328,11/07/2025 03:19:27 PM,8.581,,,,,
1329,11/07/2025 03:29:27 PM,8.282,,,,,
1330,11/07/2025 03:39:27 PM,7.381,,,,,
1331,11/07/2025 03:49:27 PM,7.179,,,,,
1332,11/07/2025 03:59:27 PM,6.877,,,,,
1333,11/07/2025 04:09:27 PM,6.877,,,,,
1334,11/07/2025 04:19:27 PM,6.471,,,,,
1335,11/07/2025 04:29:27 PM,5.962,,,,,
1336,11/07/2025 04:39:27 PM,5.552,,,,,
1337,11/07/2025 04:49:27 PM,5.037,,,,,
1338,11/07/2025 04:59:27 PM,4.831,,,,,
1339,11/07/2025 05:09:27 PM,3.998,,,,,
1340,11/07/2025 05:19:27 PM,3.472,,,,,
1341,11/07/2025 05:29:27 PM,3.367,,,,,
1342,11/07/2025 05:39:27 PM,3.155,,,,,
1343,11/07/2025 05:49:27 PM,3.049,,,,,
1344,11/07/2025 05:59:27 PM,2.943,,,,,
1345,11/07/2025 06:09:27 PM,2.837,,,,,
1346,11/07/2025 06:19:27 PM,2.624,,,,,
1347,11/07/2025 06:29:27 PM,2.730,,,,,
1348,11/07/2025 06:39:27 PM,2.517,,,,,
1349,11/07/2025 06:49:27 PM,2.410,,,,,
1350,11/07/2025 06:59:27 PM,2.624,,,,,
1351,11/07/2025 07:09:27 PM,2.730,,,,,
1352,11/07/2025 07:19:27 PM,2.410,,,,,
1353,11/07/2025 07:29:27 PM,2.410,,,,,
1354,11/07/2025 07:39:27 PM,2.088,,,,,
1355,11/07/2025 07:49:27 PM,1.980,,,,,
1356,11/07/2025 07:59:27 PM,1.980,,,,,
1357,11/07/2025 08:09:27 PM,1.980,,,,,
1358,11/07/2025 08:19:27 PM,2.088,,,,,
1359,11/07/2025 08:29:27 PM,2.517,,,,,
1360,11/07/2025 08:39:27 PM,2.624,,,,,
1361,11/07/2025 08:49:27 PM,2.195,,,,,
1362,11/07/2025 08:59:27 PM,1.764,,,,,
1363,11/07/2025 09:09:27 PM,1.656,,,,,
1364,11/07/2025 09:19:27 PM,1.439,,,,,
1365,11/07/2025 09:29:27 PM,1.548,,,,,
1366,11/07/2025 09:39:27 PM,2.088,,,,,
1367,11/07/2025 09:49:27 PM,2.088,,,,,
1368,11/07/2025 09:59:27 PM,2.837,,,,,
1369,11/07/2025 10:09:27 PM,3.367,,,,,
1370,11/07/2025 10:19:27 PM,3.683,,,,,
1371,11/07/2025 10:29:27 PM,3.683,,,,,
1372,11/07/2025 10:39:27 PM,3.788,,,,,
1373,11/07/2025 10:49:27 PM,3.893,,,,,
1374,11/07/2025 10:59:27 PM,2.943,,,,,
1375,11/07/2025 11:09:27 PM,2.195,,,,,
1376,11/07/2025 11:19:27 PM,2.517,,,,,
1377,11/07/2025 11:29:27 PM,1.872,,,,,
1378,11/07/2025 11:39:27 PM,1.764,,,,,
1379,11/07/2025 11:49:27 PM,1.656,,,,,
1380,11/07/2025 11:59:27 PM,1.764,,,,,
1381,11/08/2025 12:09:27 AM,2.088,,,,,
1382,11/08/2025 12:19:27 AM,2.303,,,,,
1383,11/08/2025 12:29:27 AM,2.517,,,,,
1384,11/08/2025 12:39:27 AM,2.624,,,,,
1385,11/08/2025 12:49:27 AM,2.943,,,,,
1386,11/08/2025 12:59:27 AM,3.683,,,,,
1387,11/08/2025 01:09:27 AM,3.788,,,,,
1388,11/08/2025 01:19:27 AM,3.788,,,,,
1389,11/08/2025 01:29:27 AM,3.155,,,,,
1390,11/08/2025 01:39:27 AM,2.517,,,,,
1391,11/08/2025 01:49:27 AM,2.088,,,,,
1392,11/08/2025 01:59:27 AM,2.088,,,,,
1393,11/08/2025 02:09:27 AM,1.764,,,,,
1394,11/08/2025 02:19:27 AM,1.548,,,,,
1395,11/08/2025 02:29:27 AM,1.330,,,,,
1396,11/08/2025 02:39:27 AM,1.221,,,,,
1397,11/08/2025 02:49:27 AM,0.893,,,,,
1398,11/08/2025 02:59:27 AM,0.674,,,,,
1399,11/08/2025 03:09:27 AM,0.893,,,,,
1400,11/08/2025 03:19:27 AM,0.784,,,,,
1401,11/08/2025 03:29:27 AM,0.674,,,,,
1402,11/08/2025 03:39:27 AM,1.003,,,,,
1403,11/08/2025 03:49:27 AM,1.330,,,,,
1404,11/08/2025 03:59:27 AM,1.548,,,,,
1405,11/08/2025 04:09:27 AM,1.221,,,,,
1406,11/08/2025 04:19:27 AM,1.003,,,,,
1407,11/08/2025 04:29:27 AM,1.112,,,,,
1408,11/08/2025 04:39:27 AM,0.784,,,,,
1409,11/08/2025 04:49:27 AM,0.453,,,,,
1410,11/08/2025 04:59:27 AM,0.563,,,,,
1411,11/08/2025 05:09:27 AM,0.893,,,,,
1412,11/08/2025 05:19:27 AM,0.893,,,,,
1413,11/08/2025 05:29:27 AM,0.893,,,,,
1414,11/08/2025 05:39:27 AM,1.112,,,,,
1415,11/08/2025 05:49:27 AM,0.674,,,,,
1416,11/08/2025 05:59:27 AM,0.453,,,,,
1417,11/08/2025 06:09:27 AM,0.343,,,,,
1418,11/08/2025 06:19:27 AM,0.121,,,,,
1419,11/08/2025 06:29:27 AM,0.010,,,,,
1420,11/08/2025 06:39:27 AM,0.010,,,,,
1421,11/08/2025 06:49:27 AM,0.674,,,,,
1422,11/08/2025 06:59:27 AM,1.330,,,,,
1423,11/08/2025 07:09:27 AM,2.195,,,,,
1424,11/08/2025 07:19:27 AM,2.410,,,,,
1425,11/08/2025 07:29:27 AM,2.410,,,,,
1426,11/08/2025 07:39:27 AM,2.837,,,,,
1427,11/08/2025 07:49:27 AM,3.155,,,,,
1428,11/08/2025 07:59:27 AM,3.472,,,,,
1429,11/08/2025 08:09:27 AM,3.893,,,,,
1430,11/08/2025 08:19:27 AM,4.415,,,,,
1431,11/08/2025 08:29:27 AM,4.623,,,,,
1432,11/08/2025 08:39:27 AM,4.623,,,,,
1433,11/08/2025 08:49:27 AM,4.727,,,,,
1434,11/08/2025 08:59:27 AM,4.102,,,,,
1435,11/08/2025 09:09:27 AM,3.367,,,,,
1436,11/08/2025 09:19:27 AM,2.730,,,,,
1437,11/08/2025 09:29:27 AM,2.517,,,,,
1438,11/08/2025 09:39:27 AM,2.624,,,,,
1439,11/08/2025 09:49:27 AM,3.155,,,,,
1440,11/08/2025 09:59:27 AM,3.998,,,,,
1441,11/08/2025 10:09:27 AM,5.962,,,,,
1442,11/08/2025 10:19:27 AM,4.831,,,,,
1443,11/08/2025 10:29:27 AM,4.519,,,,,
1444,11/08/2025 10:39:27 AM,5.037,,,,,
1445,11/08/2025 10:49:27 AM,5.757,,,,,
1446,11/08/2025 10:59:27 AM,5.962,,,,,
1447,11/08/2025 11:09:27 AM,5.244,,,,,
1448,11/08/2025 11:19:27 AM,5.860,,,,,
1449,11/08/2025 11:29:27 AM,6.166,,,,,
1450,11/08/2025 11:39:27 AM,10.846,,,,,
1451,11/08/2025 11:49:27 AM,9.866,,,,,
1452,11/08/2025 11:59:27 AM,7.481,,,,,
1453,11/08/2025 12:09:27 PM,7.381,,,,,
1454,11/08/2025 12:19:27 PM,8.282,,,,,
1455,11/08/2025 12:29:27 PM,9.866,,,,,
1456,11/08/2025 12:39:27 PM,9.571,,,,,
1457,11/08/2025 12:49:27 PM,9.571,,,,,
1458,11/08/2025 12:59:27 PM,8.779,,,,,
1459,11/08/2025 01:09:27 PM,8.382,,,,,
1460,11/08/2025 01:19:27 PM,8.680,,,,,
1461,11/08/2025 01:29:27 PM,9.472,,,,,
1462,11/08/2025 01:39:27 PM,8.481,,,,,
1463,11/08/2025 01:49:27 PM,9.866,,,,,
1464,11/08/2025 01:59:27 PM,8.481,,,,,
1465,11/08/2025 02:09:27 PM,8.382,,,,,
1466,11/08/2025 02:19:27 PM,8.680,,,,,
1467,11/08/2025 02:29:27 PM,8.680,,,,,
1468,11/08/2025 02:39:27 PM,8.082,,,,,
1469,11/08/2025 02:49:27 PM,7.983,,,,,
1470,11/08/2025 02:59:27 PM,8.182,,,,,
1471,11/08/2025 03:09:27 PM,8.282,,,,,
1472,11/08/2025 03:19:27 PM,7.983,,,,,
1473,11/08/2025 03:29:27 PM,7.782,,,,,
1474,11/08/2025 03:39:27 PM,6.978,,,,,
1475,11/08/2025 03:49:27 PM,6.370,,,,,
1476,11/08/2025 03:59:27 PM,6.370,,,,,
1477,11/08/2025 04:09:27 PM,6.471,,,,,
1478,11/08/2025 04:19:27 PM,6.877,,,,,
1479,11/08/2025 04:29:27 PM,6.877,,,,,
1480,11/08/2025 04:39:27 PM,6.674,,,,,
1481,11/08/2025 04:49:27 PM,6.268,,,,,
1482,11/08/2025 04:59:27 PM,5.860,,,,,
1483,11/08/2025 05:09:27 PM,5.655,,,,,
1484,11/08/2025 05:19:27 PM,5.450,,,,,
1485,11/08/2025 05:29:27 PM,5.347,,,,,
1486,11/08/2025 05:39:27 PM,5.141,,,,,
1487,11/08/2025 05:49:27 PM,4.519,,,,,
1488,11/08/2025 05:59:27 PM,4.415,,,,,
1489,11/08/2025 06:09:27 PM,4.831,,,,,
1490,11/08/2025 06:19:27 PM,5.037,,,,,
1491,11/08/2025 06:29:27 PM,4.207,,,,,
1492,11/08/2025 06:39:27 PM,3.788,,,,,
1493,11/08/2025 06:49:27 PM,3.893,,,,,
1494,11/08/2025 06:59:27 PM,4.207,,,,,
1495,11/08/2025 07:09:27 PM,3.893,,,,,
1496,11/08/2025 07:19:27 PM,3.998,,,,,
1497,11/08/2025 07:29:27 PM,4.311,,,,,
1498,11/08/2025 07:39:27 PM,4.727,,,,,
1499,11/08/2025 07:49:27 PM,5.037,,,,,
1500,11/08/2025 07:59:27 PM,5.347,,,,,
1501,11/08/2025 08:09:27 PM,5.552,,,,,
1502,11/08/2025 08:19:27 PM,5.860,,,,,
1503,11/08/2025 08:29:27 PM,6.064,,,,,
1504,11/08/2025 08:39:27 PM,5.962,,,,,
1505,11/08/2025 08:49:27 PM,5.962,,,,,
1506,11/08/2025 08:59:27 PM,6.064,,,,,
1507,11/08/2025 09:09:27 PM,6.166,,,,,
1508,11/08/2025 09:19:27 PM,6.268,,,,,
1509,11/08/2025 09:29:27 PM,6.370,,,,,
1510,11/08/2025 09:39:27 PM,6.370,,,,,
1511,11/08/2025 09:49:27 PM,6.370,,,,,
1512,11/08/2025 09:59:27 PM,6.471,,,,,
1513,11/08/2025 10:09:27 PM,6.674,,,,,
1514,11/08/2025 10:19:27 PM,6.877,,,,,
1515,11/08/2025 10:29:27 PM,7.079,,,,,
1516,11/08/2025 10:39:27 PM,7.179,,,,,
1517,11/08/2025 10:49:27 PM,7.079,,,,,
1518,11/08/2025 10:59:27 PM,7.079,,,,,
1519,11/08/2025 11:09:27 PM,7.079,,,,,
1520,11/08/2025 11:19:27 PM,7.079,,,,,
1521,11/08/2025 11:29:27 PM,7.079,,,,,
1522,11/08/2025 11:39:27 PM,6.978,,,,,
1523,11/08/2025 11:49:27 PM,7.079,,,,,
1524,11/08/2025 11:59:27 PM,7.179,,,,,
1525,11/09/2025 12:09:27 AM,7.179,,,,,
1526,11/09/2025 12:19:27 AM,7.179,,,,,
1527,11/09/2025 12:29:27 AM,7.280,,,,,
1528,11/09/2025 12:39:27 AM,7.079,,,,,
1529,11/09/2025 12:49:27 AM,7.079,,,,,
1530,11/09/2025 12:59:27 AM,6.978,,,,,
1531,11/09/2025 01:09:27 AM,6.978,,,,,
1532,11/09/2025 01:19:27 AM,6.978,,,,,
1533,11/09/2025 01:29:27 AM,7.079,,,,,
1534,11/09/2025 01:39:27 AM,7.079,,,,,
1535,11/09/2025 01:49:27 AM,6.978,,,,,
1536,11/09/2025 01:59:27 AM,6.978,,,,,
1537,11/09/2025 02:09:27 AM,6.877,,,,,
1538,11/09/2025 02:19:27 AM,6.775,,,,,
1539,11/09/2025 02:29:27 AM,6.775,,,,,
1540,11/09/2025 02:39:27 AM,6.775,,,,,
1541,11/09/2025 02:49:27 AM,6.877,,,,,
1542,11/09/2025 02:59:27 AM,6.978,,,,,
1543,11/09/2025 03:09:27 AM,7.079,,,,,
1544,11/09/2025 03:19:27 AM,7.079,,,,,
1545,11/09/2025 03:29:27 AM,7.179,,,,,
1546,11/09/2025 03:39:27 AM,7.079,,,,,
1547,11/09/2025 03:49:27 AM,7.179,,,,,
1548,11/09/2025 03:59:27 AM,7.280,,,,,
1549,11/09/2025 04:09:27 AM,7.280,,,,,
1550,11/09/2025 04:19:27 AM,7.179,,,,,
1551,11/09/2025 04:29:27 AM,7.079,,,,,
1552,11/09/2025 04:39:27 AM,7.179,,,,,
1553,11/09/2025 04:49:27 AM,7.079,,,,,
1554,11/09/2025 04:59:27 AM,6.978,,,,,
1555,11/09/2025 05:09:27 AM,7.079,,,,,
1556,11/09/2025 05:19:27 AM,7.179,,,,,
1557,11/09/2025 05:29:27 AM,7.179,,,,,
1558,11/09/2025 05:39:27 AM,7.179,,,,,
1559,11/09/2025 05:49:27 AM,7.179,,,,,
1560,11/09/2025 05:59:27 AM,7.179,,,,,
1561,11/09/2025 06:09:27 AM,7.179,,,,,
1562,11/09/2025 06:19:27 AM,7.179,,,,,
1563,11/09/2025 06:29:27 AM,7.280,,,,,
1564,11/09/2025 06:39:27 AM,7.481,,,,,
1565,11/09/2025 06:49:27 AM,7.481,,,,,
1566,11/09/2025 06:59:27 AM,7.481,,,,,
1567,11/09/2025 07:09:27 AM,7.381,,,,,
1568,11/09/2025 07:19:27 AM,7.280,,,,,
1569,11/09/2025 07:29:27 AM,7.179,,,,,
1570,11/09/2025 07:39:27 AM,7.079,,,,,
1571,11/09/2025 07:49:27 AM,7.079,,,,,
1572,11/09/2025 07:59:27 AM,7.280,,,,,
1573,11/09/2025 08:09:27 AM,7.381,,,,,
1574,11/09/2025 08:19:27 AM,7.381,,,,,
1575,11/09/2025 08:29:27 AM,7.381,,,,,
1576,11/09/2025 08:39:27 AM,7.381,,,,,
1577,11/09/2025 08:49:27 AM,7.481,,,,,
1578,11/09/2025 08:59:27 AM,7.582,,,,,
1579,11/09/2025 09:09:27 AM,7.682,,,,,
1580,11/09/2025 09:19:27 AM,7.782,,,,,
1581,11/09/2025 09:29:27 AM,7.882,,,,,
1582,11/09/2025 09:39:27 AM,7.983,,,,,
1583,11/09/2025 09:49:27 AM,7.682,,,,,
1584,11/09/2025 09:59:27 AM,7.481,,,,,
1585,11/09/2025 10:09:27 AM,7.481,,,,,
1586,11/09/2025 10:19:27 AM,7.381,,,,,
1587,11/09/2025 10:29:27 AM,7.381,,,,,
1588,11/09/2025 10:39:27 AM,7.481,,,,,
1589,11/09/2025 10:49:27 AM,7.481,,,,,
1590,11/09/2025 10:59:27 AM,7.582,,,,,
1591,11/09/2025 11:09:27 AM,7.582,,,,,
1592,11/09/2025 11:19:27 AM,7.782,,,,,
1593,11/09/2025 11:29:27 AM,7.882,,,,,
1594,11/09/2025 11:39:27 AM,7.983,,,,,
1595,11/09/2025 11:49:27 AM,8.082,,,,,
1596,11/09/2025 11:59:27 AM,8.182,,,,,
1597,11/09/2025 12:09:27 PM,8.082,,,,,
1598,11/09/2025 12:19:27 PM,8.082,,,,,
1599,11/09/2025 12:29:27 PM,8.082,,,,,
1600,11/09/2025 12:39:27 PM,8.182,,,,,
1601,11/09/2025 12:49:27 PM,8.282,,,,,
1602,11/09/2025 12:59:27 PM,8.481,,,,,
1603,11/09/2025 01:09:27 PM,8.581,,,,,
1604,11/09/2025 01:19:27 PM,8.481,,,,,
1605,11/09/2025 01:29:27 PM,8.680,,,,,
1606,11/09/2025 01:39:27 PM,9.077,,,,,
1607,11/09/2025 01:49:27 PM,9.176,,,,,
1608,11/09/2025 01:59:27 PM,9.077,,,,,
1609,11/09/2025 02:09:27 PM,9.176,,,,,
1610,11/09/2025 02:19:27 PM,9.275,,,,,
1611,11/09/2025 02:29:27 PM,9.275,,,,,
1612,11/09/2025 02:39:27 PM,9.275,,,,,
1613,11/09/2025 02:49:27 PM,9.176,,,,,
1614,11/09/2025 02:59:27 PM,9.176,,,,,
1615,11/09/2025 03:09:27 PM,9.176,,,,,
1616,11/09/2025 03:19:27 PM,9.275,,,,,
1617,11/09/2025 03:29:27 PM,9.176,,,,,
1618,11/09/2025 03:39:27 PM,9.077,,,,,
1619,11/09/2025 03:49:27 PM,9.077,,,,,
1620,11/09/2025 03:59:27 PM,9.077,,,,,
1621,11/09/2025 04:09:27 PM,8.978,,,,,
1622,11/09/2025 04:19:27 PM,8.879,,,,,
1623,11/09/2025 04:29:27 PM,8.779,,,,,
1624,11/09/2025 04:39:27 PM,8.779,,,,,
1625,11/09/2025 04:49:27 PM,8.680,,,,,
1626,11/09/2025 04:59:27 PM,8.581,,,,,
1627,11/09/2025 05:09:27 PM,8.481,,,,,
1628,11/09/2025 05:19:27 PM,8.382,,,,,
1629,11/09/2025 05:29:27 PM,8.382,,,,,
1630,11/09/2025 05:39:27 PM,8.282,,,,,
1631,11/09/2025 05:49:27 PM,8.282,,,,,
1632,11/09/2025 05:59:27 PM,8.182,,,,,
1633,11/09/2025 06:09:27 PM,8.182,,,,,
1634,11/09/2025 06:19:27 PM,8.082,,,,,
1635,11/09/2025 06:29:27 PM,8.082,,,,,
1636,11/09/2025 06:39:27 PM,8.182,,,,,
1637,11/09/2025 06:49:27 PM,8.182,,,,,
1638,11/09/2025 06:59:27 PM,8.082,,,,,
1639,11/09/2025 07:09:27 PM,8.082,,,,,
1640,11/09/2025 07:19:27 PM,7.882,,,,,
1641,11/09/2025 07:29:27 PM,7.782,,,,,
1642,11/09/2025 07:39:27 PM,7.782,,,,,
1643,11/09/2025 07:49:27 PM,7.782,,,,,
1644,11/09/2025 07:59:27 PM,7.682,,,,,
1645,11/09/2025 08:09:27 PM,7.481,,,,,
1646,11/09/2025 08:19:27 PM,7.280,,,,,
1647,11/09/2025 08:29:27 PM,7.280,,,,,
1648,11/09/2025 08:39:27 PM,7.179,,,,,
1649,11/09/2025 08:49:27 PM,7.179,,,,,
1650,11/09/2025 08:59:27 PM,7.079,,,,,
1651,11/09/2025 09:09:27 PM,7.179,,,,,
1652,11/09/2025 09:19:27 PM,7.179,,,,,
1653,11/09/2025 09:29:27 PM,7.079,,,,,
1654,11/09/2025 09:39:27 PM,6.978,,,,,
1655,11/09/2025 09:49:27 PM,6.978,,,,,
1656,11/09/2025 09:59:27 PM,6.978,,,,,
1657,11/09/2025 10:09:27 PM,6.978,,,,,
1658,11/09/2025 10:19:27 PM,6.978,,,,,
1659,11/09/2025 10:29:27 PM,7.079,,,,,
1660,11/09/2025 10:39:27 PM,7.079,,,,,
1661,11/09/2025 10:49:27 PM,7.179,,,,,
1662,11/09/2025 10:59:27 PM,7.079,,,,,
1663,11/09/2025 11:09:27 PM,6.877,,,,,
1664,11/09/2025 11:19:27 PM,6.674,,,,,
1665,11/09/2025 11:29:27 PM,6.573,,,,,
1666,11/09/2025 11:39:27 PM,6.573,,,,,
1667,11/09/2025 11:49:27 PM,6.471,,,,,
1668,11/09/2025 11:59:27 PM,6.370,,,,,
1669,11/10/2025 12:09:27 AM,6.471,,,,,
1670,11/10/2025 12:19:27 AM,6.573,,,,,
1671,11/10/2025 12:29:27 AM,6.573,,,,,
1672,11/10/2025 12:39:27 AM,6.674,,,,,
1673,11/10/2025 12:49:27 AM,6.775,,,,,
1674,11/10/2025 12:59:27 AM,6.775,,,,,
1675,11/10/2025 01:09:27 AM,6.573,,,,,
1676,11/10/2025 01:19:27 AM,6.471,,,,,
1677,11/10/2025 01:29:27 AM,6.370,,,,,
1678,11/10/2025 01:39:27 AM,6.166,,,,,
1679,11/10/2025 01:49:27 AM,6.064,,,,,
1680,11/10/2025 01:59:27 AM,5.962,,,,,
1681,11/10/2025 02:09:27 AM,5.962,,,,,
1682,11/10/2025 02:19:27 AM,5.860,,,,,
1683,11/10/2025 02:29:27 AM,5.655,,,,,
1684,11/10/2025 02:39:27 AM,5.552,,,,,
1685,11/10/2025 02:49:27 AM,5.450,,,,,
1686,11/10/2025 02:59:27 AM,5.347,,,,,
1687,11/10/2025 03:09:27 AM,5.244,,,,,
1688,11/10/2025 03:19:27 AM,5.244,,,,,
1689,11/10/2025 03:29:27 AM,5.347,,,,,
1690,11/10/2025 03:39:27 AM,5.244,,,,,
1691,11/10/2025 03:49:27 AM,5.141,,,,,
1692,11/10/2025 03:59:27 AM,4.934,,,,,
1693,11/10/2025 04:09:27 AM,4.831,,,,,
1694,11/10/2025 04:19:27 AM,4.727,,,,,
1695,11/10/2025 04:29:27 AM,4.623,,,,,
1696,11/10/2025 04:39:27 AM,4.519,,,,,
1697,11/10/2025 04:49:27 AM,4.519,,,,,
1698,11/10/2025 04:59:27 AM,4.519,,,,,
1699,11/10/2025 05:09:27 AM,4.519,,,,,
1700,11/10/2025 05:19:27 AM,4.415,,,,,
1701,11/10/2025 05:29:27 AM,4.519,,,,,
1702,11/10/2025 05:39:27 AM,4.623,,,,,
1703,11/10/2025 05:49:27 AM,4.415,,,,,
1704,11/10/2025 05:59:27 AM,4.623,,,,,
1705,11/10/2025 06:09:27 AM,4.519,,,,,
1706,11/10/2025 06:19:27 AM,4.519,,,,,
1707,11/10/2025 06:29:27 AM,4.415,,,,,
1708,11/10/2025 06:39:27 AM,4.311,,,,,
1709,11/10/2025 06:49:27 AM,4.207,,,,,
1710,11/10/2025 06:59:27 AM,4.207,,,,,
1711,11/10/2025 07:09:27 AM,4.311,,,,,
1712,11/10/2025 07:19:27 AM,4.311,,,,,
1713,11/10/2025 07:29:27 AM,4.311,,,,,
1714,11/10/2025 07:39:27 AM,4.207,,,,,
1715,11/10/2025 07:49:27 AM,4.311,,,,,
1716,11/10/2025 07:59:27 AM,4.519,,,,,
1717,11/10/2025 08:09:27 AM,4.519,,,,,
1718,11/10/2025 08:19:27 AM,4.519,,,,,
1719,11/10/2025 08:29:27 AM,4.727,,,,,
1720,11/10/2025 08:39:27 AM,4.934,,,,,
1721,11/10/2025 08:49:27 AM,5.141,,,,,
1722,11/10/2025 08:59:27 AM,5.244,,,,,
1723,11/10/2025 09:09:27 AM,5.450,,,,,
1724,11/10/2025 09:19:27 AM,5.757,,,,,
1725,11/10/2025 09:29:27 AM,5.962,,,,,
1726,11/10/2025 09:39:27 AM,6.268,,,,,
1727,11/10/2025 09:49:27 AM,6.674,,,,,
1728,11/10/2025 09:59:27 AM,7.079,,,,,
1729,11/10/2025 10:09:27 AM,9.176,,,,,
1730,11/10/2025 10:19:27 AM,8.082,,,,,
1731,11/10/2025 10:29:27 AM,7.582,,,,,
1732,11/10/2025 10:39:27 AM,7.682,,,,,
1733,11/10/2025 10:49:27 AM,8.282,,,,,
1734,11/10/2025 10:59:27 AM,8.978,,,,,
1735,11/10/2025 11:09:27 AM,7.582,,,,,
1736,11/10/2025 11:19:27 AM,8.382,,,,,
1737,11/10/2025 11:29:27 AM,8.282,,,,,
1738,11/10/2025 11:39:27 AM,9.768,,,,,
1739,11/10/2025 11:49:27 AM,7.983,,,,,
1740,11/10/2025 11:59:27 AM,6.877,,,,,
1741,11/10/2025 12:09:27 PM,6.674,,,,,
1742,11/10/2025 12:19:27 PM,7.381,,,,,
1743,11/10/2025 12:29:27 PM,7.983,,,,,
1744,11/10/2025 12:39:27 PM,8.082,,,,,
1745,11/10/2025 12:49:27 PM,10.357,,,,,
1746,11/10/2025 12:59:27 PM,9.472,,,,,
1747,11/10/2025 01:09:27 PM,8.481,,,,,
1748,11/10/2025 01:19:27 PM,9.176,,,,,
1749,11/10/2025 01:29:27 PM,10.944,,,,,
1750,11/10/2025 01:39:27 PM,10.846,,,,,
1751,11/10/2025 01:49:27 PM,9.077,,,,,
1752,11/10/2025 01:59:27 PM,8.481,,,,,
1753,11/10/2025 02:09:27 PM,8.382,,,,,
1754,11/10/2025 02:19:27 PM,7.782,,,,,
1755,11/10/2025 02:29:27 PM,7.280,,,,,
1756,11/10/2025 02:39:27 PM,7.079,,,,,
1757,11/10/2025 02:49:27 PM,8.182,,,,,
1758,11/10/2025 02:59:27 PM,8.282,,,,,
1759,11/10/2025 03:09:27 PM,7.280,,,,,
1760,11/10/2025 03:19:27 PM,7.582,,,,,
1761,11/10/2025 03:29:27 PM,7.782,,,,,
1762,11/10/2025 03:39:27 PM,7.582,,,,,
1763,11/10/2025 03:49:27 PM,7.381,,,,,
1764,11/10/2025 03:59:27 PM,7.179,,,,,
1765,11/10/2025 04:09:27 PM,7.079,,,,,
1766,11/10/2025 04:19:27 PM,6.978,,,,,
1767,11/10/2025 04:29:27 PM,6.877,,,,,
1768,11/10/2025 04:39:27 PM,6.775,,,,,
1769,11/10/2025 04:49:27 PM,6.573,,,,,
1770,11/10/2025 04:59:27 PM,6.471,,,,,
1771,11/10/2025 05:09:27 PM,6.370,,,,,
1772,11/10/2025 05:19:27 PM,6.471,,,,,
1773,11/10/2025 05:29:27 PM,6.471,,,,,
1774,11/10/2025 05:39:27 PM,6.370,,,,,
1775,11/10/2025 05:49:27 PM,6.268,,,,,
1776,11/10/2025 05:59:27 PM,6.268,,,,,
1777,11/10/2025 06:09:27 PM,6.370,,,,,
1778,11/10/2025 06:19:27 PM,6.573,,,,,
1779,11/10/2025 06:29:27 PM,6.877,,,,,
1780,11/10/2025 06:39:27 PM,6.978,,,,,
1781,11/10/2025 06:49:27 PM,6.978,,,,,
1782,11/10/2025 06:59:27 PM,7.079,,,,,
1783,11/10/2025 07:09:27 PM,7.079,,,,,
1784,11/10/2025 07:19:27 PM,7.079,,,,,
1785,11/10/2025 07:29:27 PM,6.978,,,,,
1786,11/10/2025 07:39:27 PM,6.877,,,,,
1787,11/10/2025 07:49:27 PM,6.877,,,,,
1788,11/10/2025 07:59:27 PM,6.674,,,,,
1789,11/10/2025 08:09:27 PM,6.573,,,,,
1790,11/10/2025 08:19:27 PM,6.573,,,,,
1791,11/10/2025 08:29:27 PM,6.471,,,,,
1792,11/10/2025 08:39:27 PM,6.370,,,,,
1793,11/10/2025 08:49:27 PM,6.370,,,,,
1794,11/10/2025 08:59:27 PM,6.674,,,,,
1795,11/10/2025 09:09:27 PM,7.079,,,,,
1796,11/10/2025 09:19:27 PM,7.481,,,,,
1797,11/10/2025 09:29:27 PM,7.481,,,,,
1798,11/10/2025 09:39:27 PM,7.682,,,,,
1799,11/10/2025 09:49:27 PM,7.682,,,,,
1800,11/10/2025 09:59:27 PM,7.882,,,,,
1801,11/10/2025 10:09:27 PM,7.882,,,,,
1802,11/10/2025 10:19:27 PM,8.082,,,,,
1803,11/10/2025 10:29:27 PM,8.282,,,,,
1804,11/10/2025 10:39:27 PM,8.581,,,,,
1805,11/10/2025 10:49:27 PM,8.680,,,,,
1806,11/10/2025 10:59:27 PM,8.581,,,,,
1807,11/10/2025 11:09:27 PM,8.581,,,,,
1808,11/10/2025 11:19:27 PM,8.581,,,,,
1809,11/10/2025 11:29:27 PM,8.680,,,,,
1810,11/10/2025 11:39:27 PM,8.680,,,,,
