"Plot Title: 10760762"
"#","Date Time, GMT+01:00","Temp, °C (LGR S/N: 10760762, SEN S/N: 10760762)","Coupler Attached (LGR S/N: 10760762)","Host Connected (LGR S/N: 10760762)","Stopped (LGR S/N: 10760762)","End Of File (LGR S/N: 10760762)"
2932,11/12/23 06:30:00 AM,4.207,,,,
2933,11/12/23 06:40:00 AM,4.207,,,,
2934,11/12/23 06:50:00 AM,4.207,,,,
2935,11/12/23 07:00:00 AM,4.207,,,,
2936,11/12/23 07:10:00 AM,4.311,,,,
2937,11/12/23 07:20:00 AM,4.311,,,,
2938,11/12/23 07:30:00 AM,4.311,,,,
2939,11/12/23 07:40:00 AM,4.311,,,,
2940,11/12/23 07:50:00 AM,4.415,,,,
2941,11/12/23 08:00:00 AM,4.519,,,,
2942,11/12/23 08:10:00 AM,4.727,,,,
2943,11/12/23 08:20:00 AM,4.727,,,,
2944,11/12/23 08:30:00 AM,4.831,,,,
2945,11/12/23 08:40:00 AM,4.934,,,,
2946,11/12/23 08:50:00 AM,5.141,,,,
2947,11/12/23 09:00:00 AM,5.244,,,,
2948,11/12/23 09:10:00 AM,5.450,,,,
2949,11/12/23 09:20:00 AM,5.552,,,,
2950,11/12/23 09:30:00 AM,5.757,,,,
2951,11/12/23 09:40:00 AM,5.860,,,,
2952,11/12/23 09:50:00 AM,6.064,,,,
2953,11/12/23 10:00:00 AM,6.064,,,,
2954,11/12/23 10:10:00 AM,6.064,,,,
2955,11/12/23 10:20:00 AM,6.268,,,,
2956,11/12/23 10:30:00 AM,6.370,,,,
2957,11/12/23 10:40:00 AM,6.471,,,,
2958,11/12/23 10:50:00 AM,6.674,,,,
2959,11/12/23 11:00:00 AM,6.674,,,,
2960,11/12/23 11:10:00 AM,6.573,,,,
2961,11/12/23 11:20:00 AM,6.573,,,,
2962,11/12/23 11:30:00 AM,6.573,,,,
2963,11/12/23 11:40:00 AM,6.471,,,,
2964,11/12/23 11:50:00 AM,6.370,,,,
2965,11/12/23 12:00:00 PM,6.268,,,,
2966,11/12/23 12:10:00 PM,6.268,,,,
2967,11/12/23 12:20:00 PM,6.370,,,,
2968,11/12/23 12:30:00 PM,6.370,,,,
2969,11/12/23 12:40:00 PM,6.370,,,,
2970,11/12/23 12:50:00 PM,6.471,,,,
2971,11/12/23 01:00:00 PM,6.471,,,,
2972,11/12/23 01:10:00 PM,6.573,,,,
2973,11/12/23 01:20:00 PM,6.573,,,,
2974,11/12/23 01:30:00 PM,6.674,,,,
2975,11/12/23 01:40:00 PM,6.775,,,,
2976,11/12/23 01:50:00 PM,6.775,,,,
2977,11/12/23 02:00:00 PM,6.775,,,,
2978,11/12/23 02:10:00 PM,6.775,,,,
2979,11/12/23 02:20:00 PM,6.775,,,,
2980,11/12/23 02:30:00 PM,6.674,,,,
2981,11/12/23 02:40:00 PM,6.573,,,,
2982,11/12/23 02:50:00 PM,6.471,,,,
2983,11/12/23 03:00:00 PM,6.370,,,,
2984,11/12/23 03:10:00 PM,6.268,,,,
2985,11/12/23 03:20:00 PM,6.268,,,,
2986,11/12/23 03:30:00 PM,6.370,,,,
2987,11/12/23 03:40:00 PM,6.370,,,,
2988,11/12/23 03:50:00 PM,6.370,,,,
2989,11/12/23 04:00:00 PM,6.370,,,,
2990,11/12/23 04:10:00 PM,6.370,,,,
2991,11/12/23 04:20:00 PM,6.268,,,,
2992,11/12/23 04:30:00 PM,6.268,,,,
2993,11/12/23 04:40:00 PM,6.166,,,,
2994,11/12/23 04:50:00 PM,6.268,,,,
2995,11/12/23 05:00:00 PM,6.877,,,,
2996,11/12/23 05:10:00 PM,8.282,,,,
2997,11/12/23 05:20:00 PM,9.077,,,,
2998,11/12/23 05:30:00 PM,9.669,,,,
2999,11/12/23 05:40:00 PM,9.866,,,,
3000,11/12/23 05:50:00 PM,10.161,,,,
3001,11/12/23 06:00:00 PM,10.455,,,,
3002,11/12/23 06:10:00 PM,10.651,,,,
3003,11/12/23 06:20:00 PM,10.748,,,,
3004,11/12/23 06:30:00 PM,10.846,,,,
3005,11/12/23 06:40:00 PM,10.944,,,,
3006,11/12/23 06:50:00 PM,11.041,,,,
3007,11/12/23 07:00:00 PM,11.139,,,,
3008,11/12/23 07:10:00 PM,11.139,,,,
3009,11/12/23 07:20:00 PM,11.236,,,,
3010,11/12/23 07:30:00 PM,11.431,,,,
3011,11/12/23 07:40:00 PM,11.431,,,,
3012,11/12/23 07:50:00 PM,11.431,,,,
3013,11/12/23 08:00:00 PM,11.528,,,,
3014,11/12/23 08:10:00 PM,11.528,,,,
3015,11/12/23 08:20:00 PM,11.528,,,,
3016,11/12/23 08:30:00 PM,11.625,,,,
3017,11/12/23 08:40:00 PM,11.528,,,,
3018,11/12/23 08:50:00 PM,11.722,,,,
3019,11/12/23 09:00:00 PM,11.625,,,,
3020,11/12/23 09:10:00 PM,11.625,,,,
3021,11/12/23 09:20:00 PM,11.722,,,,
3022,11/12/23 09:30:00 PM,11.819,,,,
3023,11/12/23 09:40:00 PM,11.625,,,,
3024,11/12/23 09:50:00 PM,11.625,,,,
3025,11/12/23 10:00:00 PM,11.625,,,,
3026,11/12/23 10:10:00 PM,11.722,,,,
3027,11/12/23 10:20:00 PM,11.528,,,,
3028,11/12/23 10:30:00 PM,11.139,,,,
3029,11/12/23 10:40:00 PM,10.944,,,,
3030,11/12/23 10:50:00 PM,10.748,,,,
3031,11/12/23 11:00:00 PM,10.651,,,,
3032,11/12/23 11:10:00 PM,10.651,,,,
3033,11/12/23 11:20:00 PM,10.553,,,,
3034,11/12/23 11:30:00 PM,10.651,,,,
3035,11/12/23 11:40:00 PM,10.553,,,,
3036,11/12/23 11:50:00 PM,10.553,,,,
3037,11/13/23 12:00:00 AM,10.553,,,,
3038,11/13/23 12:10:00 AM,10.651,,,,
3039,11/13/23 12:20:00 AM,10.846,,,,
3040,11/13/23 12:30:00 AM,11.139,,,,
3041,11/13/23 12:40:00 AM,11.334,,,,
3042,11/13/23 12:50:00 AM,11.431,,,,
3043,11/13/23 01:00:00 AM,11.334,,,,
3044,11/13/23 01:10:00 AM,11.625,,,,
3045,11/13/23 01:20:00 AM,11.722,,,,
3046,11/13/23 01:30:00 AM,11.819,,,,
3047,11/13/23 01:40:00 AM,12.013,,,,
3048,11/13/23 01:50:00 AM,12.013,,,,
3049,11/13/23 02:00:00 AM,12.013,,,,
3050,11/13/23 02:10:00 AM,12.110,,,,
3051,11/13/23 02:20:00 AM,12.304,,,,
3052,11/13/23 02:30:00 AM,12.401,,,,
3053,11/13/23 02:40:00 AM,12.401,,,,
3054,11/13/23 02:50:00 AM,12.497,,,,
3055,11/13/23 03:00:00 AM,12.594,,,,
3056,11/13/23 03:10:00 AM,12.594,,,,
3057,11/13/23 03:20:00 AM,12.594,,,,
3058,11/13/23 03:30:00 AM,12.883,,,,
3059,11/13/23 03:40:00 AM,12.883,,,,
3060,11/13/23 03:50:00 AM,12.883,,,,
3061,11/13/23 04:00:00 AM,12.883,,,,
3062,11/13/23 04:10:00 AM,12.883,,,,
3063,11/13/23 04:20:00 AM,12.980,,,,
3064,11/13/23 04:30:00 AM,12.980,,,,
3065,11/13/23 04:40:00 AM,13.076,,,,
3066,11/13/23 04:50:00 AM,12.980,,,,
3067,11/13/23 05:00:00 AM,12.690,,,,
3068,11/13/23 05:10:00 AM,12.110,,,,
3069,11/13/23 05:20:00 AM,11.431,,,,
3070,11/13/23 05:30:00 AM,11.139,,,,
3071,11/13/23 05:40:00 AM,11.236,,,,
3072,11/13/23 05:50:00 AM,11.236,,,,
3073,11/13/23 06:00:00 AM,11.041,,,,
3074,11/13/23 06:10:00 AM,11.041,,,,
3075,11/13/23 06:20:00 AM,11.139,,,,
3076,11/13/23 06:30:00 AM,11.236,,,,
3077,11/13/23 06:40:00 AM,11.236,,,,
3078,11/13/23 06:50:00 AM,11.431,,,,
3079,11/13/23 07:00:00 AM,11.334,,,,
3080,11/13/23 07:10:00 AM,11.334,,,,
3081,11/13/23 07:20:00 AM,11.528,,,,
3082,11/13/23 07:30:00 AM,11.625,,,,
3083,11/13/23 07:40:00 AM,11.916,,,,
3084,11/13/23 07:50:00 AM,11.916,,,,
3085,11/13/23 08:00:00 AM,12.207,,,,
3086,11/13/23 08:10:00 AM,12.497,,,,
3087,11/13/23 08:20:00 AM,12.787,,,,
3088,11/13/23 08:30:00 AM,12.883,,,,
3089,11/13/23 08:40:00 AM,12.787,,,,
3090,11/13/23 08:50:00 AM,13.076,,,,
3091,11/13/23 09:00:00 AM,13.269,,,,
3092,11/13/23 09:10:00 AM,13.461,,,,
3093,11/13/23 09:20:00 AM,13.461,,,,
3094,11/13/23 09:30:00 AM,13.750,,,,
3095,11/13/23 09:40:00 AM,13.942,,,,
3096,11/13/23 09:50:00 AM,14.134,,,,
3097,11/13/23 10:00:00 AM,14.230,,,,
3098,11/13/23 10:10:00 AM,14.134,,,,
3099,11/13/23 10:20:00 AM,14.230,,,,
3100,11/13/23 10:30:00 AM,14.709,,,,
3101,11/13/23 10:40:00 AM,14.804,,,,
3102,11/13/23 10:50:00 AM,15.187,,,,
3103,11/13/23 11:00:00 AM,15.569,,,,
3104,11/13/23 11:10:00 AM,15.664,,,,
3105,11/13/23 11:20:00 AM,15.760,,,,
3106,11/13/23 11:30:00 AM,15.951,,,,
3107,11/13/23 11:40:00 AM,15.951,,,,
3108,11/13/23 11:50:00 AM,15.855,,,,
3109,11/13/23 12:00:00 PM,16.046,,,,
3110,11/13/23 12:10:00 PM,15.951,,,,
3111,11/13/23 12:20:00 PM,15.760,,,,
3112,11/13/23 12:30:00 PM,15.855,,,,
3113,11/13/23 12:40:00 PM,15.569,,,,
3114,11/13/23 12:50:00 PM,15.282,,,,
3115,11/13/23 01:00:00 PM,15.187,,,,
3116,11/13/23 01:10:00 PM,14.613,,,,
3117,11/13/23 01:20:00 PM,15.091,,,,
3118,11/13/23 01:30:00 PM,14.996,,,,
3119,11/13/23 01:40:00 PM,14.804,,,,
3120,11/13/23 01:50:00 PM,14.900,,,,
3121,11/13/23 02:00:00 PM,15.091,,,,
3122,11/13/23 02:10:00 PM,15.187,,,,
3123,11/13/23 02:20:00 PM,15.951,,,,
3124,11/13/23 02:30:00 PM,15.760,,,,
3125,11/13/23 02:40:00 PM,16.046,,,,
3126,11/13/23 02:50:00 PM,16.141,,,,
3127,11/13/23 03:00:00 PM,16.332,,,,
3128,11/13/23 03:10:00 PM,16.523,,,,
3129,11/13/23 03:20:00 PM,16.523,,,,
3130,11/13/23 03:30:00 PM,16.523,,,,
3131,11/13/23 03:40:00 PM,16.523,,,,
3132,11/13/23 03:50:00 PM,16.523,,,,
3133,11/13/23 04:00:00 PM,16.523,,,,
3134,11/13/23 04:10:00 PM,16.332,,,,
3135,11/13/23 04:20:00 PM,16.237,,,,
3136,11/13/23 04:30:00 PM,16.141,,,,
3137,11/13/23 04:40:00 PM,16.141,,,,
3138,11/13/23 04:50:00 PM,16.237,,,,
3139,11/13/23 05:00:00 PM,16.141,,,,
3140,11/13/23 05:10:00 PM,16.332,,,,
3141,11/13/23 05:20:00 PM,16.237,,,,
3142,11/13/23 05:30:00 PM,16.332,,,,
3143,11/13/23 05:40:00 PM,16.237,,,,
3144,11/13/23 05:50:00 PM,16.237,,,,
3145,11/13/23 06:00:00 PM,16.237,,,,
3146,11/13/23 06:10:00 PM,16.332,,,,
3147,11/13/23 06:20:00 PM,16.427,,,,
3148,11/13/23 06:30:00 PM,16.523,,,,
3149,11/13/23 06:40:00 PM,16.523,,,,
3150,11/13/23 06:50:00 PM,16.523,,,,
3151,11/13/23 07:00:00 PM,16.427,,,,
3152,11/13/23 07:10:00 PM,16.332,,,,
3153,11/13/23 07:20:00 PM,16.332,,,,
3154,11/13/23 07:30:00 PM,16.237,,,,
3155,11/13/23 07:40:00 PM,16.332,,,,
3156,11/13/23 07:50:00 PM,16.523,,,,
3157,11/13/23 08:00:00 PM,16.618,,,,
3158,11/13/23 08:10:00 PM,16.618,,,,
3159,11/13/23 08:20:00 PM,16.618,,,,
3160,11/13/23 08:30:00 PM,16.713,,,,
3161,11/13/23 08:40:00 PM,16.808,,,,
3162,11/13/23 08:50:00 PM,16.713,,,,
3163,11/13/23 09:00:00 PM,16.903,,,,
3164,11/13/23 09:10:00 PM,17.094,,,,
3165,11/13/23 09:20:00 PM,17.189,,,,
3166,11/13/23 09:30:00 PM,17.284,,,,
3167,11/13/23 09:40:00 PM,17.189,,,,
3168,11/13/23 09:50:00 PM,16.523,,,,
3169,11/13/23 10:00:00 PM,16.141,,,,
3170,11/13/23 10:10:00 PM,15.951,,,,
3171,11/13/23 10:20:00 PM,15.760,,,,
3172,11/13/23 10:30:00 PM,15.378,,,,
3173,11/13/23 10:40:00 PM,15.378,,,,
3174,11/13/23 10:50:00 PM,15.091,,,,
3175,11/13/23 11:00:00 PM,14.900,,,,
3176,11/13/23 11:10:00 PM,14.613,,,,
3177,11/13/23 11:20:00 PM,14.709,,,,
3178,11/13/23 11:30:00 PM,14.613,,,,
3179,11/13/23 11:40:00 PM,14.804,,,,
3180,11/13/23 11:50:00 PM,14.804,,,,
3181,11/14/23 12:00:00 AM,14.900,,,,
3182,11/14/23 12:10:00 AM,14.709,,,,
3183,11/14/23 12:20:00 AM,14.613,,,,
3184,11/14/23 12:30:00 AM,14.613,,,,
3185,11/14/23 12:40:00 AM,14.517,,,,
3186,11/14/23 12:50:00 AM,14.517,,,,
3187,11/14/23 01:00:00 AM,14.517,,,,
3188,11/14/23 01:10:00 AM,14.421,,,,
3189,11/14/23 01:20:00 AM,14.421,,,,
3190,11/14/23 01:30:00 AM,14.421,,,,
3191,11/14/23 01:40:00 AM,14.325,,,,
3192,11/14/23 01:50:00 AM,14.230,,,,
3193,11/14/23 02:00:00 AM,13.846,,,,
3194,11/14/23 02:10:00 AM,13.654,,,,
3195,11/14/23 02:20:00 AM,13.269,,,,
3196,11/14/23 02:30:00 AM,12.883,,,,
3197,11/14/23 02:40:00 AM,12.594,,,,
3198,11/14/23 02:50:00 AM,12.497,,,,
3199,11/14/23 03:00:00 AM,12.497,,,,
3200,11/14/23 03:10:00 AM,12.401,,,,
3201,11/14/23 03:20:00 AM,12.401,,,,
3202,11/14/23 03:30:00 AM,12.304,,,,
3203,11/14/23 03:40:00 AM,12.207,,,,
3204,11/14/23 03:50:00 AM,12.110,,,,
3205,11/14/23 04:00:00 AM,12.110,,,,
3206,11/14/23 04:10:00 AM,12.207,,,,
3207,11/14/23 04:20:00 AM,12.207,,,,
3208,11/14/23 04:30:00 AM,12.304,,,,
3209,11/14/23 04:40:00 AM,12.110,,,,
3210,11/14/23 04:50:00 AM,11.819,,,,
3211,11/14/23 05:00:00 AM,11.625,,,,
3212,11/14/23 05:10:00 AM,11.528,,,,
3213,11/14/23 05:20:00 AM,11.334,,,,
3214,11/14/23 05:30:00 AM,11.334,,,,
3215,11/14/23 05:40:00 AM,11.236,,,,
3216,11/14/23 05:50:00 AM,10.944,,,,
3217,11/14/23 06:00:00 AM,10.553,,,,
3218,11/14/23 06:10:00 AM,10.259,,,,
3219,11/14/23 06:20:00 AM,10.063,,,,
3220,11/14/23 06:30:00 AM,9.866,,,,
3221,11/14/23 06:40:00 AM,9.866,,,,
3222,11/14/23 06:50:00 AM,9.768,,,,
3223,11/14/23 07:00:00 AM,9.866,,,,
3224,11/14/23 07:10:00 AM,9.768,,,,
3225,11/14/23 07:20:00 AM,10.063,,,,
3226,11/14/23 07:30:00 AM,10.161,,,,
3227,11/14/23 07:40:00 AM,10.161,,,,
3228,11/14/23 07:50:00 AM,10.161,,,,
3229,11/14/23 08:00:00 AM,10.161,,,,
3230,11/14/23 08:10:00 AM,10.259,,,,
3231,11/14/23 08:20:00 AM,10.553,,,,
3232,11/14/23 08:30:00 AM,10.748,,,,
3233,11/14/23 08:40:00 AM,10.846,,,,
3234,11/14/23 08:50:00 AM,10.846,,,,
3235,11/14/23 09:00:00 AM,11.041,,,,
3236,11/14/23 09:10:00 AM,11.236,,,,
3237,11/14/23 09:20:00 AM,11.236,,,,
3238,11/14/23 09:30:00 AM,11.236,,,,
3239,11/14/23 09:40:00 AM,11.334,,,,
3240,11/14/23 09:50:00 AM,11.528,,,,
3241,11/14/23 10:00:00 AM,11.431,,,,
3242,11/14/23 10:10:00 AM,11.431,,,,
3243,11/14/23 10:20:00 AM,11.431,,,,
3244,11/14/23 10:30:00 AM,11.528,,,,
3245,11/14/23 10:40:00 AM,11.722,,,,
3246,11/14/23 10:50:00 AM,11.722,,,,
3247,11/14/23 11:00:00 AM,12.013,,,,
3248,11/14/23 11:10:00 AM,12.013,,,,
3249,11/14/23 11:20:00 AM,12.013,,,,
3250,11/14/23 11:30:00 AM,12.110,,,,
3251,11/14/23 11:40:00 AM,12.110,,,,
3252,11/14/23 11:50:00 AM,12.013,,,,
3253,11/14/23 12:00:00 PM,12.110,,,,
3254,11/14/23 12:10:00 PM,12.110,,,,
3255,11/14/23 12:20:00 PM,12.304,,,,
3256,11/14/23 12:30:00 PM,12.304,,,,
3257,11/14/23 12:40:00 PM,12.207,,,,
3258,11/14/23 12:50:00 PM,12.304,,,,
3259,11/14/23 01:00:00 PM,11.819,,,,
3260,11/14/23 01:10:00 PM,11.528,,,,
3261,11/14/23 01:20:00 PM,10.846,,,,
3262,11/14/23 01:30:00 PM,10.259,,,,
3263,11/14/23 01:40:00 PM,9.965,,,,
3264,11/14/23 01:50:00 PM,9.669,,,,
3265,11/14/23 02:00:00 PM,9.571,,,,
3266,11/14/23 02:10:00 PM,9.571,,,,
3267,11/14/23 02:20:00 PM,9.571,,,,
3268,11/14/23 02:30:00 PM,9.373,,,,
3269,11/14/23 02:40:00 PM,9.472,,,,
3270,11/14/23 02:50:00 PM,9.571,,,,
3271,11/14/23 03:00:00 PM,9.571,,,,
3272,11/14/23 03:10:00 PM,9.571,,,,
3273,11/14/23 03:20:00 PM,9.472,,,,
3274,11/14/23 03:30:00 PM,9.472,,,,
3275,11/14/23 03:40:00 PM,9.373,,,,
3276,11/14/23 03:50:00 PM,9.472,,,,
3277,11/14/23 04:00:00 PM,9.472,,,,
3278,11/14/23 04:10:00 PM,9.373,,,,
3279,11/14/23 04:20:00 PM,9.373,,,,
3280,11/14/23 04:30:00 PM,9.472,,,,
3281,11/14/23 04:40:00 PM,9.472,,,,
3282,11/14/23 04:50:00 PM,9.571,,,,
3283,11/14/23 05:00:00 PM,9.571,,,,
3284,11/14/23 05:10:00 PM,10.161,,,,
3285,11/14/23 05:20:00 PM,10.553,,,,
3286,11/14/23 05:30:00 PM,10.259,,,,
3287,11/14/23 05:40:00 PM,10.748,,,,
3288,11/14/23 05:50:00 PM,11.139,,,,
3289,11/14/23 06:00:00 PM,11.334,,,,
3290,11/14/23 06:10:00 PM,11.334,,,,
3291,11/14/23 06:20:00 PM,11.625,,,,
3292,11/14/23 06:30:00 PM,11.819,,,,
3293,11/14/23 06:40:00 PM,11.916,,,,
3294,11/14/23 06:50:00 PM,12.207,,,,
3295,11/14/23 07:00:00 PM,12.304,,,,
3296,11/14/23 07:10:00 PM,12.401,,,,
3297,11/14/23 07:20:00 PM,12.304,,,,
3298,11/14/23 07:30:00 PM,12.304,,,,
3299,11/14/23 07:40:00 PM,12.304,,,,
3300,11/14/23 07:50:00 PM,12.401,,,,
3301,11/14/23 08:00:00 PM,12.497,,,,
3302,11/14/23 08:10:00 PM,12.207,,,,
3303,11/14/23 08:20:00 PM,11.625,,,,
3304,11/14/23 08:30:00 PM,11.041,,,,
3305,11/14/23 08:40:00 PM,10.651,,,,
3306,11/14/23 08:50:00 PM,10.455,,,,
3307,11/14/23 09:00:00 PM,10.259,,,,
3308,11/14/23 09:10:00 PM,10.161,,,,
3309,11/14/23 09:20:00 PM,10.161,,,,
3310,11/14/23 09:30:00 PM,10.063,,,,
3311,11/14/23 09:40:00 PM,10.455,,,,
3312,11/14/23 09:50:00 PM,10.455,,,,
3313,11/14/23 10:00:00 PM,10.455,,,,
3314,11/14/23 10:10:00 PM,10.553,,,,
3315,11/14/23 10:20:00 PM,10.944,,,,
3316,11/14/23 10:30:00 PM,10.944,,,,
3317,11/14/23 10:40:00 PM,11.041,,,,
3318,11/14/23 10:50:00 PM,11.041,,,,
3319,11/14/23 11:00:00 PM,11.139,,,,
3320,11/14/23 11:10:00 PM,10.944,,,,
3321,11/14/23 11:20:00 PM,11.139,,,,
3322,11/14/23 11:30:00 PM,11.041,,,,
3323,11/14/23 11:40:00 PM,10.944,,,,
3324,11/14/23 11:50:00 PM,11.041,,,,
3325,11/15/23 12:00:00 AM,11.139,,,,
3326,11/15/23 12:10:00 AM,11.041,,,,
3327,11/15/23 12:20:00 AM,10.944,,,,
3328,11/15/23 12:30:00 AM,11.041,,,,
3329,11/15/23 12:40:00 AM,11.041,,,,
3330,11/15/23 12:50:00 AM,10.944,,,,
3331,11/15/23 01:00:00 AM,10.846,,,,
3332,11/15/23 01:10:00 AM,10.846,,,,
3333,11/15/23 01:20:00 AM,10.846,,,,
3334,11/15/23 01:30:00 AM,11.236,,,,
3335,11/15/23 01:40:00 AM,11.236,,,,
3336,11/15/23 01:50:00 AM,10.944,,,,
3337,11/15/23 02:00:00 AM,10.944,,,,
3338,11/15/23 02:10:00 AM,10.944,,,,
3339,11/15/23 02:20:00 AM,10.944,,,,
3340,11/15/23 02:30:00 AM,10.846,,,,
3341,11/15/23 02:40:00 AM,10.748,,,,
3342,11/15/23 02:50:00 AM,10.748,,,,
3343,11/15/23 03:00:00 AM,10.748,,,,
3344,11/15/23 03:10:00 AM,10.748,,,,
3345,11/15/23 03:20:00 AM,10.748,,,,
3346,11/15/23 03:30:00 AM,10.748,,,,
3347,11/15/23 03:40:00 AM,10.651,,,,
3348,11/15/23 03:50:00 AM,10.553,,,,
3349,11/15/23 04:00:00 AM,10.455,,,,
3350,11/15/23 04:10:00 AM,10.455,,,,
3351,11/15/23 04:20:00 AM,10.455,,,,
3352,11/15/23 04:30:00 AM,10.455,,,,
3353,11/15/23 04:40:00 AM,10.553,,,,
3354,11/15/23 04:50:00 AM,10.553,,,,
3355,11/15/23 05:00:00 AM,10.455,,,,
3356,11/15/23 05:10:00 AM,10.553,,,,
3357,11/15/23 05:20:00 AM,10.553,,,,
3358,11/15/23 05:30:00 AM,10.651,,,,
3359,11/15/23 05:40:00 AM,10.651,,,,
3360,11/15/23 05:50:00 AM,10.651,,,,
3361,11/15/23 06:00:00 AM,10.651,,,,
3362,11/15/23 06:10:00 AM,10.455,,,,
3363,11/15/23 06:20:00 AM,10.553,,,,
3364,11/15/23 06:30:00 AM,10.651,,,,
3365,11/15/23 06:40:00 AM,10.553,,,,
3366,11/15/23 06:50:00 AM,9.965,,,,
3367,11/15/23 07:00:00 AM,9.669,,,,
3368,11/15/23 07:10:00 AM,9.768,,,,
3369,11/15/23 07:20:00 AM,9.866,,,,
3370,11/15/23 07:30:00 AM,9.669,,,,
3371,11/15/23 07:40:00 AM,9.373,,,,
3372,11/15/23 07:50:00 AM,9.472,,,,
3373,11/15/23 08:00:00 AM,9.472,,,,
3374,11/15/23 08:10:00 AM,9.669,,,,
3375,11/15/23 08:20:00 AM,9.866,,,,
3376,11/15/23 08:30:00 AM,10.063,,,,
3377,11/15/23 08:40:00 AM,10.063,,,,
3378,11/15/23 08:50:00 AM,10.161,,,,
3379,11/15/23 09:00:00 AM,10.161,,,,
3380,11/15/23 09:10:00 AM,10.161,,,,
3381,11/15/23 09:20:00 AM,10.161,,,,
3382,11/15/23 09:30:00 AM,10.063,,,,
3383,11/15/23 09:40:00 AM,10.259,,,,
3384,11/15/23 09:50:00 AM,10.357,,,,
3385,11/15/23 10:00:00 AM,10.651,,,,
3386,11/15/23 10:10:00 AM,10.748,,,,
3387,11/15/23 10:20:00 AM,10.944,,,,
3388,11/15/23 10:30:00 AM,11.139,,,,
3389,11/15/23 10:40:00 AM,11.139,,,,
3390,11/15/23 10:50:00 AM,11.334,,,,
3391,11/15/23 11:00:00 AM,11.431,,,,
3392,11/15/23 11:10:00 AM,11.528,,,,
3393,11/15/23 11:20:00 AM,11.819,,,,
3394,11/15/23 11:30:00 AM,11.625,,,,
3395,11/15/23 11:40:00 AM,11.625,,,,
3396,11/15/23 11:50:00 AM,11.528,,,,
3397,11/15/23 12:00:00 PM,11.528,,,,
3398,11/15/23 12:10:00 PM,11.819,,,,
3399,11/15/23 12:20:00 PM,11.916,,,,
3400,11/15/23 12:30:00 PM,11.916,,,,
3401,11/15/23 12:40:00 PM,12.110,,,,
3402,11/15/23 12:50:00 PM,12.207,,,,
3403,11/15/23 01:00:00 PM,12.497,,,,
3404,11/15/23 01:10:00 PM,12.980,,,,
3405,11/15/23 01:20:00 PM,12.690,,,,
3406,11/15/23 01:30:00 PM,12.401,,,,
3407,11/15/23 01:40:00 PM,12.497,,,,
3408,11/15/23 01:50:00 PM,12.497,,,,
3409,11/15/23 02:00:00 PM,12.497,,,,
3410,11/15/23 02:10:00 PM,12.497,,,,
3411,11/15/23 02:20:00 PM,12.207,,,,
3412,11/15/23 02:30:00 PM,12.013,,,,
3413,11/15/23 02:40:00 PM,11.625,,,,
3414,11/15/23 02:50:00 PM,11.625,,,,
3415,11/15/23 03:00:00 PM,11.819,,,,
3416,11/15/23 03:10:00 PM,11.916,,,,
3417,11/15/23 03:20:00 PM,11.819,,,,
3418,11/15/23 03:30:00 PM,11.528,,,,
3419,11/15/23 03:40:00 PM,11.334,,,,
3420,11/15/23 03:50:00 PM,11.236,,,,
3421,11/15/23 04:00:00 PM,11.236,,,,
3422,11/15/23 04:10:00 PM,11.236,,,,
3423,11/15/23 04:20:00 PM,11.041,,,,
3424,11/15/23 04:30:00 PM,10.846,,,,
3425,11/15/23 04:40:00 PM,10.651,,,,
3426,11/15/23 04:50:00 PM,10.553,,,,
3427,11/15/23 05:00:00 PM,10.455,,,,
3428,11/15/23 05:10:00 PM,10.357,,,,
3429,11/15/23 05:20:00 PM,10.063,,,,
3430,11/15/23 05:30:00 PM,9.571,,,,
3431,11/15/23 05:40:00 PM,9.373,,,,
3432,11/15/23 05:50:00 PM,9.472,,,,
3433,11/15/23 06:00:00 PM,9.571,,,,
3434,11/15/23 06:10:00 PM,9.571,,,,
3435,11/15/23 06:20:00 PM,9.472,,,,
3436,11/15/23 06:30:00 PM,9.077,,,,
3437,11/15/23 06:40:00 PM,9.275,,,,
3438,11/15/23 06:50:00 PM,9.472,,,,
3439,11/15/23 07:00:00 PM,9.768,,,,
3440,11/15/23 07:10:00 PM,10.063,,,,
3441,11/15/23 07:20:00 PM,10.063,,,,
3442,11/15/23 07:30:00 PM,9.768,,,,
3443,11/15/23 07:40:00 PM,9.571,,,,
3444,11/15/23 07:50:00 PM,9.571,,,,
3445,11/15/23 08:00:00 PM,9.373,,,,
3446,11/15/23 08:10:00 PM,9.472,,,,
3447,11/15/23 08:20:00 PM,9.669,,,,
3448,11/15/23 08:30:00 PM,9.571,,,,
3449,11/15/23 08:40:00 PM,9.472,,,,
3450,11/15/23 08:50:00 PM,9.571,,,,
3451,11/15/23 09:00:00 PM,9.373,,,,
3452,11/15/23 09:10:00 PM,9.472,,,,
3453,11/15/23 09:20:00 PM,9.571,,,,
3454,11/15/23 09:30:00 PM,9.669,,,,
3455,11/15/23 09:40:00 PM,9.768,,,,
3456,11/15/23 09:50:00 PM,9.571,,,,
3457,11/15/23 10:00:00 PM,9.768,,,,
3458,11/15/23 10:10:00 PM,9.768,,,,
3459,11/15/23 10:20:00 PM,9.669,,,,
3460,11/15/23 10:30:00 PM,9.571,,,,
3461,11/15/23 10:40:00 PM,9.472,,,,
3462,11/15/23 10:50:00 PM,9.373,,,,
3463,11/15/23 11:00:00 PM,9.176,,,,
3464,11/15/23 11:10:00 PM,9.176,,,,
